pert_iname,indication
cyclobenzaprine,"Muscle Rigidity|Muscle Spasticity|Myositis|Pain|Tetanus|Syndrome|Somatoform Disorders|Myalgia|Hyperkinesis|Fatigue|Obesity, Morbid"
cyproheptadine,"Blepharospasm|Cluster Headache|Nelson Syndrome|Pruritus|Rhinitis, Allergic, Perennial|Schizophrenia|Paraparesis, Spastic|Dyskinesias|Feeding and Eating Disorders|Failure to Thrive|Hyperkinesis|Disease|Attention Deficit Disorder with Hyperactivity|Mental Disorders|Problem Behavior|Attention Deficit and Disruptive Behavior Disorders|Neurodevelopmental Disorders"
cytarabine,Meningeal Neoplasms|Mediastinal Neoplasms
dabigatran-etexilate,Pulmonary Embolism|Venous Thrombosis|Stroke
dacarbazine,"Fibrosarcoma|Rhabdomyosarcoma|Carcinoma, Islet Cell|Carcinoma, Medullary|Neoplasm Metastasis"
dacomitinib,"Carcinoma, Non-Small-Cell Lung"
dalfampridine,"Gait Disorders, Neurologic|Optic Nerve Diseases|Optic Neuropathy, Ischemic"
dantrolene,Cerebral Infarction|Cerebral Palsy|Malignant Hyperthermia|Muscle Spasticity|Neuroleptic Malignant Syndrome|Spinal Cord Injuries
dapsone,"Dermatitis Herpetiformis|Polychondritis, Relapsing|Toxoplasmosis|Leprosy, Lepromatous|AIDS-Related Opportunistic Infections|Dermatitis|Tuberculosis|Leprosy|Obesity|Vasculitis, Leukocytoclastic, Cutaneous|Urticaria|Hypersensitivity"
darifenacin,"Urinary Incontinence, Urge|Nocturia|Urinary Incontinence|Spinal Cord Injuries"
darunavir,Asymptomatic Infections|HIV-Associated Lipodystrophy Syndrome|Cardiovascular Diseases|Vascular Diseases|Cardiovascular Abnormalities|Congenital Abnormalities|Lipodystrophy|Body Weight|Body Weight Changes|Drug-Related Side Effects and Adverse Reactions|Papilloma|Cytomegalovirus Infections|Coinfection|Epstein-Barr Virus Infections|Inflammation|Cognitive Dysfunction|Proteinuria|Neurotoxicity Syndromes|AIDS Dementia Complex|HIV Seropositivity
dasabuvir,"Hepatitis C, Chronic"
deferiprone,Renal Insufficiency|Anemia|Liver Diseases
deoxycholic-acid,Lipid Metabolism Disorders
dequalinium,"Candidiasis|Candidiasis, Vulvovaginal"
desvenlafaxine,"Anxiety Disorders|Phobia, Social|Dysthymic Disorder|Anhedonia|Breast Neoplasms|Hot Flashes|Opioid-Related Disorders"
dexfenfluramine,Obesity
dextromethorphan,"Brain Injuries|Brain Injuries, Traumatic|Bronchitis|Acute Disease|Pain, Postoperative|Anemia, Sickle Cell|Atherosclerosis|Inflammation"
diacerein,Inflammation|Gout
diazepam,"Alcohol Withdrawal Delirium|Muscle Spasticity|Panic Disorder|Psychomotor Agitation|Emergencies|Pain, Postoperative|Infertility|Pain|Anus Diseases|Crigler-Najjar Syndrome|Substance Withdrawal Syndrome|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Depression|Depressive Disorder|Substance-Related Disorders|Psychotic Disorders|Mental Disorders|Shared Paranoid Disorder|Seizures, Febrile|Hyperthermia|Fever|Cerebral Palsy|Alcoholism|Wounds and Injuries|Whiplash Injuries"
diazoxide,"Hypertension, Malignant|Diabetes Mellitus, Type 1|Neuroendocrine Tumors|Pure Autonomic Failure"
diclofenac,"Arthritis, Juvenile|Photophobia|Athletic Injuries|Kidney Calculi|Nephrolithiasis|Infections|Communicable Diseases|Urinary Tract Infections|Migraine Disorders|Migraine without Aura|Migraine with Aura|Facial Pain|Post-Dural Puncture Headache|Hallux Valgus|Bunion|Respiratory Tract Infections|Prostatic Hyperplasia|Hyperplasia|Pericardial Effusion|Graves Disease|Graves Ophthalmopathy|Glaucoma|Hemorrhoids|Rectal Fistula|Fistula|Infertility, Female|Photosensitivity Disorders|Pericoronitis|Thrombophlebitis|Postoperative Complications|Hypopituitarism|Breakthrough Pain|Multiple Sclerosis|Sclerosis|Seizures, Febrile|Recurrence|Fever|Seizures|Hyperthermia|Macular Edema|Edema|Rupture|Hyperemia|Paresthesia|Chest Pain|Urinary Calculi|Urolithiasis|Calculi|Opioid-Related Disorders|Drug-Related Side Effects and Adverse Reactions|Delirium|Hip Fractures|Tooth, Impacted|Shoulder Pain|Respiratory Insufficiency|Lung Neoplasms|Pleural Neoplasms|Pleural Effusion|Pneumothorax|Respiratory Aspiration|Pharyngitis|Laryngitis"
dicloxacillin,"Cellulitis|Postoperative Complications|Staphylococcal Skin Infections|Urinary Tract Infections|Wound Infection|Pneumonia, Bacterial|Soft Tissue Infections|Endocarditis, Bacterial|Endocarditis|Dermatitis, Atopic|Dermatitis|Eczema|Arthritis, Infectious|Substance-Related Disorders|Substance Abuse, Intravenous"
dicoumarol,Pulmonary Embolism|Thromboembolism|Venous Thrombosis
diethylcarbamazine,Parasitic Diseases|Pulmonary Eosinophilia
diethylstilbestrol,"Abortion, Spontaneous|Breast Neoplasms|Carcinoma"
diflunisal,"Arthritis, Rheumatoid|Osteoarthritis|Pain|HIV Infections"
dihydroergocristine,Postpartum Hemorrhage
dihydroergotamine,"Cluster Headache|Postpartum Hemorrhage|Hypotension, Orthostatic|Xerostomia"
dinoprost,Postpartum Hemorrhage|Uterine Inertia|Hemorrhage
diphenidol,Motion Sickness|Nausea|Vertigo|Vomiting|Ganglion Cysts|Meniere Disease
dipyridamole,"Coronary Thrombosis|Graft Occlusion, Vascular|Endotoxemia|Arteriosclerosis|Cardiovascular Diseases|Reperfusion Injury|Ischemia|Ischemic Attack, Transient|Brain Ischemia|Wounds and Injuries|Atherosclerosis|Hypertension, Portal|Thrombosis|Venous Thrombosis|Fibrosis|Mania|Coronary Disease|Hypersplenism"
disopyramide,"Atrial Fibrillation|Atrial Flutter|Tachycardia, Ventricular|Ventricular Premature Complexes|Atrial Premature Complexes"
disulfiram,Alcohol Drinking|Anxiety Disorders
donepezil,"Sleepiness|Neurocognitive Disorders|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Kidney Diseases|Kidney Failure, Chronic|Mania|Bipolar Disorder|Depressive Disorder|Postoperative Complications|Mental Disorders|Psychotic Disorders|Amnesia|Multiple Sclerosis, Relapsing-Remitting|Low Back Pain|Diabetic Neuropathies|Back Pain"
dopamine,"Bradycardia|Cardiac Output, Low|Heart Block|Kidney Diseases|Heart Failure, Diastolic|Pituitary Neoplasms|Prolactinoma|Cardio-Renal Syndrome|Acute Kidney Injury|Delirium|Emergencies|Disruptive, Impulse Control, and Conduct Disorders|Sepsis|Toxemia|Acromegaly|Head and Neck Neoplasms"
dosulepin,Depressive Disorder
doxapram,Hypercapnia|Respiratory Hypersensitivity|Substance-Related Disorders|Premature Birth|Hypoxia
doxazosin,"Urinary Retention|Cardiomyopathies|Cardiomyopathy, Dilated|Urinary Bladder, Overactive|Essential Hypertension|Kidney Diseases|Diabetic Nephropathies|Diabetes Mellitus, Type 2|Rhinitis|Rhinitis, Allergic|Inflammation|Renal Insufficiency, Chronic|Cardiovascular Diseases|Urinary Bladder Neck Obstruction"
doxepin,"Depressive Disorder|Dermatitis, Atopic|Pain|Pruritus"
doxorubicin,Testicular Neoplasms|Mediastinal Neoplasms|Obesity
dronedarone,Fibrosis|Disease Progression|Recurrence
droperidol,"Pain|Hallux Valgus|Bunion|Pain, Postoperative|Cholecystolithiasis|Cholelithiasis|Gallstones|Breast Neoplasms"
duloxetine,"Dysthymic Disorder|Frailty|Acute Pain|Intervertebral Disc Degeneration|Bipolar Disorder|Neck Pain|Neuralgia, Postherpetic|Hearing Loss|Deafness|Joint Diseases|Psychotic Disorders|Dementia|Irritable Bowel Syndrome|Panic Disorder|Migraine Disorders|Compulsive Personality Disorder|Obsessive-Compulsive Disorder|Feeding and Eating Disorders|Binge-Eating Disorder|Bulimia|Headache|Headache Disorders|Pelvic Pain"
ecabet,Ulcer
econazole,"Candidiasis, Cutaneous|Tinea Versicolor"
efavirenz,"Nervous System Diseases|Central Nervous System Diseases|Hepatitis B|HIV-Associated Lipodystrophy Syndrome|Cardiovascular Diseases|Fatty Liver|Meningitis, Cryptococcal|Meningitis|Hepatitis C, Chronic"
eflornithine,Hypertrichosis|Hirsutism
elvitegravir,"Hepatitis C|Hepatitis C, Chronic|Coinfection|Bone Diseases|Bone Diseases, Metabolic|Hepatitis|Metabolic Diseases|Opioid-Related Disorders|Crush Injuries"
emedastine,"Conjunctivitis, Allergic|Rhinitis|Rhinitis, Allergic"
empagliflozin,"Cardiovascular Diseases|Arrhythmias, Cardiac|Coronary Artery Disease|Myocardial Ischemia|Coronary Disease|Wounds and Injuries|Hypertrophy, Left Ventricular|Dumping Syndrome|Diabetic Retinopathy|Albuminuria|Atrial Fibrillation|Obesity, Abdominal|Amyloidosis|Hepatitis A|Hepatitis B|Hepatitis B, Chronic|Hepatitis|Hepatitis, Chronic|Macular Edema|Overweight|Diabetes Complications|Sarcopenia|Weight Loss|Frailty|Glomerulonephritis, IGA"
emtricitabine,"Neurocognitive Disorders|Sexually Transmitted Diseases|Opportunistic Infections|AIDS-Related Opportunistic Infections|Weight Gain|Cardiovascular Diseases|Dyslipidemias|Proteinuria|Bone Diseases, Metabolic|Bone Diseases|Opioid-Related Disorders|Neurotoxicity Syndromes|Syphilis|Osteoporosis|Fibrosis"
enalapril,"Bartter Syndrome|Edema|Hypertension, Malignant|Hypertrophy, Left Ventricular|Coronavirus Infections|Hypertension, Pregnancy-Induced|Kidney Failure, Chronic|Chagas Disease|Glomerulonephritis, IGA|Metabolic Syndrome|Syndrome|Hyperhomocysteinemia|Atherosclerosis|Recurrence|Hypotension"
enoxacin,Escherichia coli Infections|Gonorrhea|Haemophilus Infections|Klebsiella Infections|Proteus Infections|Pseudomonas Infections|Staphylococcal Infections|Urinary Tract Infections
entecavir,"Inflammation|Fatty Liver|Nephrotic Syndrome|Nephrosis|Glomerulonephritis|Hypertension, Portal|Hypertension|Viremia|Tuberculosis|Arthritis, Rheumatoid|Acidosis|Acidosis, Lactic|Recurrence"
enzalutamide,Prostatic Neoplasms
epinastine,Hypersensitivity
epinephrine,"Airway Obstruction|Bradycardia|Glaucoma, Open-Angle|Heart Block|Stomatognathic Diseases|Dental Pulp Diseases|Drug-Related Side Effects and Adverse Reactions|Periodontitis|Hip Dislocation|Developmental Dysplasia of the Hip|Hip Dislocation, Congenital|Femoracetabular Impingement|Drug Overdose|Cardiac Output, High|Pulmonary Arterial Hypertension|Familial Primary Pulmonary Hypertension|Brain Neoplasms|Osteoarthritis, Hip|Acute Pain|Aneurysm, Dissecting|Varicose Veins|Meningioma|Paralysis|Cerebral Palsy|Acute Coronary Syndrome|Syndrome|No-Reflow Phenomenon|Synovial Cyst|Spinal Stenosis|Spondylosis|Radiculopathy|Cataract|Tooth, Impacted|Kidney Neoplasms|Carcinoma, Renal Cell|Arrhythmias, Cardiac|Nasal Polyps|Pain, Procedural|Trigger Finger Disorder|Gastrointestinal Neoplasms|Crohn Disease|Intestinal Diseases|Inflammatory Bowel Diseases|Gastrointestinal Diseases|Digestive System Diseases|Neuralgia|Shoulder Pain|Abscess|Rib Fractures|Blepharoptosis|Colonic Polyps|Mouth Neoplasms|Laryngitis|Croup|Joint Diseases|Papilloma|Postoperative Hemorrhage|Shoulder Impingement Syndrome|Liver Diseases|End Stage Liver Disease|Liver Cirrhosis|Acute Kidney Injury|Mydriasis|Bacteremia|Colonic Neoplasms|Critical Illness|Pancreatitis|Nervous System Diseases|Peripheral Nervous System Diseases|Hip Injuries|Cicatrix|Nausea|Vomiting|Postoperative Nausea and Vomiting|Gingival Recession|Cervical Intraepithelial Neoplasia|Urinary Incontinence|Urinary Incontinence, Stress|Urinary Retention|Oral Hemorrhage"
eplerenone,"Heart Failure, Systolic|Heart Diseases|Heart Defects, Congenital|Univentricular Heart|Tetralogy of Fallot|Transposition of Great Vessels|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Hypertrophy, Left Ventricular|Hypertrophy|Systolic Murmurs|Obesity|Intervertebral Disc Degeneration|Radiculopathy|Back Pain|Low Back Pain|Heart Failure, Diastolic|Ventricular Remodeling|Myocardial Ischemia|Coronary Artery Disease|Ischemia|Chest Pain|Ventricular Dysfunction|Ventricular Dysfunction, Left|Insulin Resistance|Obesity, Abdominal|Hyperaldosteronism|Cardiovascular Diseases|Overweight|Aneurysm|Aortic Aneurysm|Aortic Aneurysm, Abdominal"
erythromycin,"Acne Vulgaris|Campylobacter Infections|Chancroid|Erythrasma|Gastroenteritis|Gonorrhea|Legionnaires' Disease|Mycoplasma Infections|Staphylococcal Infections|Streptococcal Infections|Syphilis|Urethritis|Whooping Cough|Eye Infections, Bacterial|Surgical Wound Infection|Wound Infection|Eyelid Diseases|Wounds and Injuries|Surgical Wound|Blepharitis|Nasopharyngeal Neoplasms|Adenomatous Polyposis Coli"
escitalopram,"Depressive Disorder, Major"
esmolol,"Angina Pectoris|Heart Failure|Tachycardia, Supraventricular|Ventricular Fibrillation|Tachycardia, Ventricular|Intraoperative Awareness|Pain, Postoperative|Acute Coronary Syndrome|Vascular Diseases|Heart Diseases|Hemorrhagic Stroke|Myocardial Ischemia|Constipation|Vomiting|Tinnitus|Reflex, Abnormal|Shock, Cardiogenic|Drug Overdose|Gallstones|Cholelithiasis|Cholecystolithiasis|Cardiomyopathies|Cardiomyopathy, Hypertrophic|Hypertrophy"
estramustine-phosphate,Prostatic Neoplasms
etacrynic-acid,"Ascites|Edema|Heart Failure|Hypertension|Kidney Failure, Chronic|Liver Cirrhosis|Nephrotic Syndrome|Pulmonary Edema|Acute Kidney Injury"
ethylenediaminetetraacetic-acid,"Hypercalcemia|Lead Poisoning|Tachycardia, Ventricular|Manganese Poisoning|Drug-Related Side Effects and Adverse Reactions|Ventricular Fibrillation|Liver Cirrhosis|Fibrosis|Heavy Metal Poisoning"
etodolac,"Arthritis, Rheumatoid|Osteoarthritis|Pain|Hypersensitivity"
etoposide,Uterine Neoplasms|Histiocytosis|Cytokine Release Syndrome
etoricoxib,"Sprains and Strains|Headache|Hallux Valgus|Bunion|Rupture|Ossification, Heterotopic|Ankle Injuries|Contusions|Appendicitis|Ovarian Cysts|Cholecystitis|Fibromyalgia|Myofascial Pain Syndromes|Tendinopathy|Periodontitis|Gout"
etravirine,"Hepatitis A|Hepatitis C|Hepatitis B|Hepatitis C, Chronic|Hepatitis"
eugenol,Toothache
famciclovir,AIDS-Related Opportunistic Infections
famotidine,"Duodenal Ulcer|Dyspepsia|Stomach Ulcer|Urticaria|Zollinger-Ellison Syndrome|Helicobacter Infections|Heart Diseases|Coronary Disease|Coronary Artery Disease|Myocardial Ischemia|Myocardial Infarction|Acute Coronary Syndrome|Infarction|Heart Defects, Congenital|Ulcer|Esophageal Motility Disorders|Esophageal Spasm, Diffuse|Pneumonia, Aspiration|Peptic Ulcer|Syndrome|Arthritis|Arthritis, Juvenile|Respiratory Aspiration of Gastric Contents"
fasudil,Myocardial Infarction|ST Elevation Myocardial Infarction|Infarction
febuxostat,"Renal Insufficiency, Chronic|Coronary Disease|Coronary Artery Disease|Myocardial Ischemia|Urolithiasis|Urinary Calculi|Prehypertension|Inflammation|Ventricular Dysfunction, Left|Metabolic Syndrome|Diabetes Mellitus|Diabetes Mellitus, Type 1"
felbamate,"Seizures|Epilepsy, Complex Partial|Lennox Gastaut Syndrome"
felodipine,"Angina Pectoris, Variant|Hypertension|COVID-19|Coronavirus Infections|Hypertrophy, Left Ventricular|Hypertrophy"
fenoldopam,"Heart Failure|Hypertension, Malignant|Hypertension, Renovascular|Coronary Artery Disease"
fexofenadine,"Gout|Skin Diseases|Arthritis, Gouty"
fingolimod,"Nerve Degeneration|Diabetes Mellitus|Diabetes Mellitus, Type 2|Neurobehavioral Manifestations|Depression|Depressive Disorder"
flavoxate,Urinary Incontinence|Nocturia|Dysuria
flecainide,"Tachycardia, Ventricular|Arrhythmias, Cardiac|Brugada Syndrome"
fluconazole,"Candidiasis, Chronic Mucocutaneous|Pneumonia|Urinary Tract Infections|Immunologic Deficiency Syndromes|Lung Diseases, Fungal|Central Nervous System Fungal Infections|Lung Diseases|Bacterial Infections and Mycoses"
flumatinib,"Leukemia, Myeloid, Chronic-Phase"
flumazenil,Drug Overdose|Drug-Related Side Effects and Adverse Reactions|Delirium|Hypokinesia|Fistula
fluorouracil,"Foot Diseases|Bowen's Disease|Neoplasms, Basal Cell|Keloid|Pterygium|Cicatrix|Hypopigmentation|Photosensitivity Disorders|Glaucoma, Open-Angle"
fluoxetine,"Bulimia|Panic Disorder|Bipolar Disorder|Kidney Failure, Chronic|Substance-Related Disorders|Alcohol-Related Disorders|Premenstrual Dysphoric Disorder|Cytokine Release Syndrome|Sleep Initiation and Maintenance Disorders|Anorexia|Feeding and Eating Disorders|Anorexia Nervosa|Down Syndrome|Self Mutilation|Borderline Personality Disorder|Insulin Resistance|Inflammation|Weight Gain|Recurrence|Kidney Diseases|Multiple Sclerosis, Relapsing-Remitting|Combat Disorders|Bulimia Nervosa"
fluphenazine,Psychotic Disorders|Schizophrenia Spectrum and Other Psychotic Disorders
fluspirilene,Psychotic Disorders|Schizophrenia Spectrum and Other Psychotic Disorders
flutamide,Hirsutism|Premenstrual Syndrome|Premenstrual Dysphoric Disorder
fluticasone-propionate,"Asthma|Nasal Polyps|Rhinitis, Allergic, Perennial"
flutrimazole,Dermatomycoses
fluvoxamine,"Panic Disorder|Depressive Disorder, Major|Mental Disorders"
folic-acid,"Anemia, Megaloblastic|Cerebral Small Vessel Diseases|Dyslipidemias|Gout|Intestinal Diseases|Inflammatory Bowel Diseases|Osteoarthritis|Feeding and Eating Disorders|Dyspepsia|Infant Nutrition Disorders|Hyperhomocysteinemia|Retinal Diseases|Diabetic Retinopathy|Metabolic Syndrome|Fetal Growth Retardation|Essential Hypertension|Hepatitis A|Hepatitis C|Hepatitis|Urologic Diseases|Acute Kidney Injury|Postpartum Hemorrhage"
fomepizole,Acidosis|Vision Disorders|Renal Insufficiency|Drug-Related Side Effects and Adverse Reactions
furosemide,"Pulmonary Edema|Heart Failure, Diastolic|Proteinuria|Hypotension|Diabetic Nephropathies|Kidney Tubular Necrosis, Acute|Necrosis|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Insulin Resistance|Coronary Vasospasm|Ventricular Dysfunction|Ventricular Dysfunction, Right"
gabapentin,"Phobic Disorders|Osteoarthritis|Sensation Disorders|Shoulder Pain|Subarachnoid Hemorrhage|Hemorrhage|Headache|Hand Injuries|Osteoarthritis, Knee|Arthritis|Necrosis|Urethral Obstruction|Cholecystolithiasis|Cholelithiasis|Gallstones|Diabetes Mellitus, Type 2|Musculoskeletal Diseases|Neoplasms|Colonic Neoplasms|Rectal Neoplasms|Ileus|Diverticulitis|Diverticulum|Diverticulitis, Colonic|Constipation|Facial Pain|Asthma|Failed Back Surgery Syndrome|Urethral Stricture|Tissue Adhesions|Abdominal Pain|Epilepsy, Complex Partial|Puerperal Disorders|Agnosia|Dilatation, Pathologic|Tonsillitis|Fractures, Bone|Fractures, Multiple|Kidney Calculi|Nephrolithiasis|Calculi|Paresthesia|Chest Pain|Keratoconus|Alzheimer Disease|Radiculopathy|Hernia|Tarlov Cysts|Cerebral Palsy|Colitis|Colitis, Ulcerative|Irritable Bowel Syndrome|Cystitis|Cystitis, Interstitial|Prostatitis|Ulcer|Herpes Simplex|Herpes Zoster|Complex Regional Pain Syndromes|Reflex Sympathetic Dystrophy"
gallopamil,"Arrhythmias, Cardiac"
ganciclovir,"AIDS-Related Opportunistic Infections|Viremia|Hematologic Diseases|Acute Kidney Injury|Multiple Organ Failure|DNA Virus Infections|Herpesviridae Infections|Pneumonia, Viral"
gatifloxacin,"Bronchitis|Cystitis|Escherichia coli Infections|Gonorrhea|Haemophilus Infections|Klebsiella Infections|Proteus Infections|Pyelonephritis|Salmonella Infections|Sinusitis|Staphylococcal Infections|Streptococcal Infections|Urinary Tract Infections|Pneumonia, Bacterial|Fever|Typhoid Fever|Hyperthermia"
gemcitabine,"Lymphohistiocytosis, Hemophagocytic"
gemfibrozil,"Hypercholesterolemia|Hyperlipoproteinemias|Hypertriglyceridemia|Atherosclerosis|Plaque, Atherosclerotic"
gemifloxacin,"Bronchitis|Pneumonia, Pneumococcal|Urinary Tract Infections|Gram-Negative Bacterial Infections|Community-Acquired Infections|Gonorrhea"
genistein,Toxemia|Sepsis
glasdegib,"Leukemia, Myeloid, Acute"
glibenclamide,Subarachnoid Hemorrhage|Hemorrhage|Pregnancy in Diabetics|Cardiomegaly|Obesity|Hypertrophy|Carotid Artery Diseases|Coronary Artery Disease|Myocardial Ischemia|Coronary Disease|Hypertension
gliclazide,"Diabetic Nephropathies|Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease|Angina Pectoris|Osteoporosis|Bone Diseases, Metabolic"
glipizide,"Inflammation|Diabetes Mellitus, Type 1|Hyperglycemia|Coronary Artery Disease|Myocardial Ischemia|Coronary Disease"
gliquidone,"Diabetes Mellitus|Diabetes Mellitus, Type 2"
glycopyrrolate,"Abnormalities, Drug-Induced|Peptic Ulcer|Respiratory Tract Diseases|Hypotension|Appendicitis|Critical Illness|Nausea|Vomiting|Postoperative Nausea and Vomiting|Coronary Artery Disease|Neoplasms|Urinary Bladder Neoplasms|Urologic Neoplasms|Delirium|Emergence Delirium|Body Weight|Abdominal Neoplasms|Seizures|Hydrocephalus|Epilepsy|Headache|Neurofibromatoses|Urinary Retention|Gallstones|Cholelithiasis|Cholecystolithiasis"
goserelin-acetate,"Myofibroma|Bulbo-Spinal Atrophy, X-Linked|Atrophy"
grazoprevir,"Cross Infection|Substance-Related Disorders|Substance Abuse, Intravenous|Cardiovascular Diseases|Coinfection|Metabolic Diseases"
guanadrel,Hypertension
guanethidine,Hypertension
halofantrine,"Malaria, Falciparum|Malaria, Vivax"
haloperidol,"Child Behavior Disorders|Tourette Syndrome|Substance Withdrawal Syndrome|Hyperkinesis|Depression|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Abdominal Pain|Gastroparesis|Migraine Disorders|Headache|Behavioral Symptoms|Alzheimer Disease|Marijuana Abuse|Postoperative Nausea and Vomiting|Breast Neoplasms|Labor Pain"
hexachlorophene,Acne Vulgaris|Staphylococcal Skin Infections
histamine,Urticaria
hydroflumethiazide,Edema|Glomerulonephritis|Heart Failure|Hypertension|Liver Cirrhosis|Nephrotic Syndrome|Renal Insufficiency
hydroxyurea,"Carcinoma, Renal Cell|Leukocytosis|Melanoma|Ovarian Neoplasms|Prostatic Neoplasms|Psoriasis|Uterine Neoplasms|Hypereosinophilic Syndrome"
ibrutinib,"Waldenstrom Macroglobulinemia|Leukemia, Lymphocytic, Chronic, B-Cell|Lymphoma, B-Cell|Lymphoma, Mantle-Cell"
ibuprofen,"Arthritis, Juvenile|Arthritis, Rheumatoid|Bursitis|Gout|Menorrhagia|Pain|Premenstrual Syndrome|Spondylitis, Ankylosing|Anxiety Disorders|Knee Injuries|Gallbladder Diseases|Leiomyoma|Myofibroma|Adenomyosis|Pain, Procedural|Intervertebral Disc Displacement|Radiculopathy|Drug-Related Side Effects and Adverse Reactions|Pituitary Neoplasms|Pituitary Diseases|Syndrome|Severe Acute Respiratory Syndrome|Rib Fractures|Osteoarthritis, Hip|Lower Urinary Tract Symptoms|Myofascial Pain Syndromes|Fibromyalgia|Somatoform Disorders|Toxemia|Hypertension, Pregnancy-Induced|Kidney Calculi|Otorhinolaryngologic Diseases|Intracranial Hemorrhages|Hematologic Diseases|Humeral Fractures|Urinary Tract Infections|Pelvic Pain|Cardiac Complexes, Premature|HELLP Syndrome|Arthritis|Urethral Stricture|Shoulder Pain|Migraine without Aura|Obesity|Cystitis|Hernia, Inguinal|Influenza, Human|Birth Weight|Nausea|Constipation|Depression|Mycoses|Bacterial Infections|Bacterial Infections and Mycoses|Streptococcal Infections|Infertility|Infertility, Female|Heart Diseases|Myocardial Ischemia|Coronary Artery Disease|Seizures, Febrile|Postoperative Complications|Fractures, Multiple|Intestinal Diseases|Inflammatory Bowel Diseases|Nail Diseases|Nails, Malformed|Rotator Cuff Injuries|Diverticulitis|Obesity, Morbid|Sciatica|Delirium|Hip Fractures|Torticollis|Multiple Sclerosis, Relapsing-Remitting"
ibutilide,"Atrial Fibrillation|Atrial Flutter|Abnormalities, Drug-Induced"
ifosfamide,Stomach Neoplasms|Panniculitis
imatinib,Gastrointestinal Neoplasms|Respiration Disorders|Respiratory Tract Diseases
imipramine,Attention Deficit Disorder with Hyperactivity|Pain|Panic Disorder|Polyneuropathies
imiquimod,Foot Diseases|Alopecia|Alopecia Areata|Hyperplasia
indacaterol,"Pulmonary Emphysema|Bronchitis, Chronic"
indapamide,Edema|Heart Failure|Nephrotic Syndrome|COVID-19|Coronavirus Infections|Renal Insufficiency
indinavir,Hemophilia A|HIV-Associated Lipodystrophy Syndrome|Lipodystrophy
indobufen,"Atherosclerosis|Coronary Artery Disease|Myocardial Ischemia|Gastroesophageal Reflux|Esophagitis, Peptic|Stroke|Ischemic Stroke|Cerebral Infarction|Ischemia"
indometacin,"Arthritis, Rheumatoid|Bursitis|Osteoarthritis|Pain|Tendinopathy|Sprains and Strains|Ankle Injuries|Macular Edema|Pregnancy Complications|Obstetric Labor Complications|Uterine Cervical Incompetence|Enuresis|Urinary Incontinence|Nocturnal Enuresis|Heat Stress Disorders|Tennis Elbow|Osteoarthritis, Knee|Cataract"
ingenol-mebutate,"Keratosis, Actinic"
irbesartan,"Ventricular Dysfunction, Left|Obesity|Coronavirus Infections|Diabetes Mellitus, Type 2|Respiration Disorders|Respiratory Tract Diseases|Obesity, Abdominal|Myocardial Infarction|Infarction|Diabetes Mellitus|Albuminuria|Insulin Resistance|Hypersensitivity|Dyslipidemias|Hypertrophy, Left Ventricular|Hypertrophy|Heart Diseases|Metabolic Syndrome"
irsogladine,Wounds and Injuries
isoconazole,Foot Dermatoses|Mycoses|Vaginitis
isoniazid,"Alcoholism|Diabetes Mellitus, Type 2|Inflammation|Opioid-Related Disorders|Behavior, Addictive|Hepatitis A|Hepatitis|Immunologic Deficiency Syndromes|Kidney Diseases|Kidney Failure, Chronic|Tuberculosis, Spinal|Reinfection|Renal Insufficiency"
isosorbide-mononitrate,"Cyanosis|Gastroesophageal Reflux|Poisoning|Esophageal Spasm, Diffuse|Heart Diseases|Angina, Unstable|Atherosclerosis|Insulin Resistance|Metabolic Syndrome|Coronary Stenosis|Constriction, Pathologic|Pre-Eclampsia|Obstetric Labor, Premature|Hypertension, Portal|Gastrointestinal Hemorrhage|Hemorrhage|Pulmonary Edema|Edema|Bone Diseases|Diabetes Mellitus|Diabetes Mellitus, Type 2|Stillbirth|Fetal Death|Death"
isradipine,"Angina Pectoris, Variant"
itraconazole,"Candidiasis, Chronic Mucocutaneous|Candidiasis, Oral|Candidiasis, Vulvovaginal|Cryptococcosis|Leishmaniasis|Paracoccidioidomycosis|AIDS-Related Opportunistic Infections|Zygomycosis|Graft vs Host Disease|Brain Neoplasms|Neuroblastoma|Wilms Tumor|Retinoblastoma"
ivacaftor,Acute Disease
ixabepilone,Breast Neoplasms
ketanserin,Critical Illness
ketoprofen,"Arthritis, Rheumatoid|Dysmenorrhea|Temporomandibular Joint Disorders|Temporomandibular Joint Dysfunction Syndrome|Neuralgia|Lymphedema|Sciatica|Agnosia|Tooth Loss"
