pert_iname,indication
milnacipran,Fibromyalgia
milrinone,Heart Failure
miltefosine,Leishmaniasis
minoxidil,Alopecia
mirodenafil,Erectile Dysfunction
mirtazapine,Depression
mitiglinide,Diabetes Mellitus
mitoxantrone,Prostatic Neoplasms
mitoxantrone,"Leukemia, Myeloid, Acute"
mitoxantrone,Multiple Sclerosis
mizolastine,"Rhinitis, Allergic"
mizolastine,Urticaria
moclobemide,Depression
moclobemide,Anxiety
molindone,Schizophrenia
molsidomine,Coronary Artery Disease
moxifloxacin,Bronchitis
moxifloxacin,Pneumonia
moxifloxacin,Intraabdominal Infections
moxifloxacin,Sinusitis
moxonidine,Hypertension
mozavaptan,Hyponatremia
nafamostat,Anticoagulants
naftifine,Tinea Pedis
naftifine,Tinea cruris
naftifine,Tinea
naftopidil,Prostatic Hyperplasia
naproxen,"Arthritis, Rheumatoid"
naproxen,Headache
naproxen,Fever
naproxen,Toothache
naproxen,Myalgia
naproxen,Common Cold
naproxen,Back Pain
nateglinide,Diabetes Mellitus
nebivolol,Hypertension
nelarabine,Precursor Cell Lymphoblastic Leukemia-Lymphoma
nemonapride,Schizophrenia
neostigmine,Myasthenia Gravis
neratinib,Breast Neoplasms
netupitant,Nausea
netupitant,Vomiting
nevirapine,HIV
niacin,Hypertriglyceridemia
nicardipine,Hypertension
nicardipine,"Angina, Stable"
nicergoline,Migraine Disorders
nicergoline,Raynaud Disease
nicergoline,Thrombosis
nicergoline,Atherosclerosis
niclosamide,Cestoda
nicotinamide,Acne Vulgaris
nicotine,Smoking Cessation
nilotinib,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
nimesulide,Osteoarthritis
nimesulide,Dysmenorrhea
nimodipine,Hemorrhage
nintedanib,Idiopathic Pulmonary Fibrosis
nitrendipine,Hypertension
nizofenone,Stroke
norethindrone,Endometriosis
norfloxacin,Urinary Tract Infections
norfloxacin,Gonorrhea
norfloxacin,Prostatitis
norgestrel,Contraceptive Agents
nortriptyline,Depression
noscapine,Antitussive Agents
novobiocin,Mastitis
ofloxacin,Diarrhea
ofloxacin,Urinary Tract Infections
ofloxacin,Respiratory Tract Infections
ofloxacin,Fever
ofloxacin,Intraabdominal Infections
ofloxacin,Sinusitis
olanzapine,Bipolar Disorder
olanzapine,Schizophrenia
olaparib,Ovarian Neoplasms
olmesartan-medoxomil,Hypertension
olprinone,Heart Failure
ondansetron,Nausea
ondansetron,Vomiting
ornidazole,Protozoan Infections
orphenadrine,Myalgia
osimertinib,"Carcinoma, Non-Small-Cell Lung"
otilonium,Irritable Bowel Syndrome
oxaprozin,"Arthritis, Rheumatoid"
oxaprozin,Osteoarthritis
oxatomide,"Rhinitis, Allergic"
oxfendazole,Cestoda
oxiconazole,Tinea Pedis
oxiconazole,Tinea cruris
oxiconazole,Tinea
oxybuprocaine,"Anesthetics, Local"
oxybutynin,Urinary Incontinence
ozagrel,Stroke
paclitaxel,Breast Neoplasms
paclitaxel,"Carcinoma, Non-Small-Cell Lung"
paclitaxel,Ovarian Neoplasms
palbociclib,Breast Neoplasms
palonosetron,Nausea
palonosetron,Vomiting
pantoprazole,Gastroesophageal Reflux
pantoprazole,Zollinger-Ellison Syndrome
papaverine,Angina Pectoris
papaverine,Pulmonary Embolism
papaverine,Myocardial Infarction
papaverine,Colitis
paracetamol,Fever
paricalcitol,Hyperthyroidism
paricalcitol,"Renal Insufficiency, Chronic"
paroxetine,Depression
paroxetine,Obsessive-Compulsive Disorder
paroxetine,"Stress Disorders, Post-Traumatic"
paroxetine,Panic Disorder
paroxetine,"Phobia, Social"
pasireotide,Cushing Syndrome
pasireotide,Acromegaly
pazopanib,"Carcinoma, Renal Cell"
pazopanib,Sarcoma
pazufloxacin,Pneumonia
pazufloxacin,Peritonitis
pemirolast,Asthma
penciclovir,Herpes Labialis
penfluridol,Schizophrenia
penicillin-v-potassium,Otitis
penicillin-v-potassium,Pneumonia
penicillin-v-potassium,Cholera
penicillin-v-potassium,Scarlet Fever
pentamidine,Pneumonia
perhexiline,Angina Pectoris
perindopril,Hypertension
perindopril,Coronary Artery Disease
perindopril,Myocardial Infarction
phenprocoumon,Pulmonary Embolism
phenprocoumon,Thrombosis
phensuximide,Seizures
phentolamine,Hypertension
phentolamine,Pheochromocytoma
phenylbutyrate,"Urea Cycle Disorders, Inborn"
phenylephrine,Hypotension
phenylephrine,Hemorrhoids
phenytoin,Seizures
physostigmine,Glaucoma
physostigmine,Hypotension
physostigmine,Alzheimer Disease
physostigmine,Gastroparesis
picotamide,Thrombosis
pilocarpine,Hypertension
pilocarpine,Glaucoma
pimavanserin,Parkinson Disease
pimecrolimus,Eczema
pimobendan,Heart Failure
pimozide,Tourette Syndrome
pinacidil,Hypertension
pinaverium,Irritable Bowel Syndrome
pindolol,Hypertension
pioglitazone,Diabetes Mellitus
piperidolate,Spasm
piracetam,Alzheimer Disease
pirenoxine,Cataract
piretanide,Hypertension
piretanide,Edema
pirfenidone,Idiopathic Pulmonary Fibrosis
piribedil,Parkinson Disease
piribedil,Dizziness
piroxicam,"Arthritis, Rheumatoid"
piroxicam,Osteoarthritis
pitavastatin,Hyperlipidemias
podophyllotoxin,Condylomata Acuminata
pomalidomide,Multiple Myeloma
ponatinib,Precursor Cell Lymphoblastic Leukemia-Lymphoma
ponatinib,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
potassium-canrenoate,Edema
pralatrexate,"Lymphoma, T-Cell, Peripheral"
pramipexole,Parkinson Disease
pranlukast,Asthma
pranlukast,Bronchial Spasm
pravastatin,Hyperlipidemias
pravastatin,Myocardial Infarction
pravastatin,Hypercholesterolemia
praziquantel,Schistosomiasis
prazosin,Hypertension
prednisone,"Arthritis, Rheumatoid"
prednisone,"Spondylitis, Ankylosing"
prednisone,Osteoarthritis
prednisone,Psoriasis
prednisone,"Colitis, Ulcerative"
prednisone,Conjunctivitis
prednisone,Meningitis
prednisone,"Arthritis, Psoriatic"
prednisone,Anemia
prednisone,Multiple Sclerosis
prednisone,Enteritis
prednisone,Hypercalcemia
prednisone,Mycoses
prednisone,Bursitis
prednisone,"Adrenal Hyperplasia, Congenital"
prednisone,Dermatomyositis
pregnenolone,"Arthritis, Rheumatoid"
primaquine,Malaria
primidone,Seizures
probenecid,Gout
probenecid,Hyperuricemia
probucol,Coronary Artery Disease
procainamide,"Tachycardia, Ventricular"
procaine,Anesthetics
prochlorperazine,Nausea
prochlorperazine,Vomiting
progesterone,Amenorrhea
progesterone,Infertility
proguanil,Malaria
propafenone,Atrial Fibrillation
propafenone,"Tachycardia, Ventricular"
propentofylline,Stroke
propranolol,Hypertension
propranolol,Migraine Disorders
propranolol,Angina Pectoris
propylthiouracil,Hyperthyroidism
propylthiouracil,Graves Disease
propylthiouracil,Goiter
protriptyline,Depression
pyrazinamide,Tuberculosis
pyrimethamine,Malaria
quercetin,Fatigue
quercetin,"Rhinitis, Allergic"
quetiapine,Bipolar Disorder
quetiapine,Schizophrenia
quinapril,Hypertension
quinapril,Heart Failure
quinapril,Angioedema
quinidine,Malaria
quinidine,Atrial Fibrillation
quinine,Malaria
rabeprazole,Gastroesophageal Reflux
rabeprazole,Zollinger-Ellison Syndrome
racecadotril,Diarrhea
raloxifene,Breast Neoplasms
raloxifene,Osteoporosis
raltegravir,HIV
ramatroban,Asthma
ramatroban,Coronary Artery Disease
ramelteon,Sleep Initiation and Maintenance Disorders
ramipril,Hypertension
ranitidine,Heartburn
ranolazine,"Angina, Stable"
rasagiline,Parkinson Disease
rebamipide,Gastritis
reboxetine,Depression
regadenoson,Myocardial Perfusion Imaging
regorafenib,Colorectal Neoplasms
regorafenib,Gastrointestinal Stromal Tumors
repaglinide,Diabetes Mellitus
reserpine,Hypertension
resorcinol,Acne Vulgaris
resorcinol,Psoriasis
resorcinol,Eczema
resorcinol,"Dermatitis, Seborrheic"
retapamulin,Impetigo
ribavirin,Hepatitis C
rifabutin,HIV
rifaximin,Diarrhea
rifaximin,Irritable Bowel Syndrome
rifaximin,Hepatic Encephalopathy
rilmenidine,Hypertension
rilpivirine,HIV
riluzole,Amyotrophic Lateral Sclerosis
rimexolone,"Uveitis, Anterior"
riociguat,Hypertension
ripasudil,Glaucoma
ripasudil,Ocular Hypertension
risperidone,Bipolar Disorder
risperidone,Schizophrenia
ritodrine,"Obstetric Labor, Premature"
ritonavir,HIV
rivaroxaban,Venous Thrombosis
rivaroxaban,Stroke
rivaroxaban,Pulmonary Embolism
rivaroxaban,Atrial Fibrillation
rizatriptan,Migraine Disorders
rocuronium,Anesthetics
roflumilast,Bronchitis
roflumilast,"Pulmonary Disease, Chronic Obstructive"
romidepsin,"Lymphoma, T-Cell, Cutaneous"
ropinirole,Parkinson Disease
ropinirole,Restless Legs Syndrome
rosuvastatin,Hyperlipidemias
rosuvastatin,Hypertriglyceridemia
rosuvastatin,Hypercholesterolemia
rosuvastatin,Dyslipidemias
rosuvastatin,Atherosclerosis
rotigotine,Parkinson Disease
rotigotine,Restless Legs Syndrome
rotundine,Hypnotics and Sedatives
rotundine,Anxiety
roxithromycin,Urinary Tract Infections
roxithromycin,Respiratory Tract Infections
rufinamide,Seizures
rupatadine,"Rhinitis, Allergic"
rupatadine,Urticaria
rutin,"Rhinitis, Allergic"
rutin,Arthralgia
rutin,Constipation
ruxolitinib,Primary Myelofibrosis
ruxolitinib,Polycythemia Vera
sacubitril,Heart Failure
safinamide,Parkinson Disease
saquinavir,HIV
sasapyrine,"Arthritis, Rheumatoid"
sasapyrine,Osteoarthritis
saxagliptin,Diabetes Mellitus
scopolamine,Nausea
scopolamine,Vomiting
scopolamine,Motion Sickness
secnidazole,Protozoan Infections
selegiline,Parkinson Disease
selinexor,Multiple Myeloma
sertaconazole,Tinea Pedis
sertraline,Depression
sertraline,Obsessive-Compulsive Disorder
sertraline,"Stress Disorders, Post-Traumatic"
sertraline,Panic Disorder
sertraline,"Phobia, Social"
sertraline,Premenstrual Syndrome
setiptiline,Depression
sildenafil,Erectile Dysfunction
simeprevir,Hepatitis C
simvastatin,Hyperlipidemias
simvastatin,Stroke
simvastatin,Myocardial Infarction
simvastatin,Coronary Disease
simvastatin,Hypercholesterolemia
sirolimus,Lymphangioleiomyomatosis
sitagliptin,Diabetes Mellitus
SN-38,Colorectal Neoplasms
sodium-gualenate,Pharyngitis
solifenacin-succinate,Urinary Incontinence
sorafenib,"Carcinoma, Renal Cell"
sorafenib,Thyroid Neoplasms
sorafenib,"Carcinoma, Hepatocellular"
sotalol,Atrial Fibrillation
spironolactone,Hypertension
spironolactone,Heart Failure
spironolactone,Liver Cirrhosis
spironolactone,Nephrotic Syndrome
spironolactone,Hyperaldosteronism
spironolactone,Hypokalemia
stavudine,HIV
sulbactam,Intraabdominal Infections
sulbutiamine,Asthenia
sulfadoxine,Malaria
sulfafurazole,Urinary Tract Infections
sulfasalazine,"Colitis, Ulcerative"
sulpiride,Schizophrenia
sumatriptan,Migraine Disorders
sunitinib,"Carcinoma, Renal Cell"
sunitinib,Gastrointestinal Stromal Tumors
tacalcitol,Psoriasis
tacrine,Alzheimer Disease
tadalafil,Erectile Dysfunction
tafamidis-meglumine,"Amyloid Neuropathies, Familial"
talazoparib,Breast Neoplasms
talinolol,Hypertension
taltirelin,Spinocerebellar Ataxias
tamibarotene,"Leukemia, Promyelocytic, Acute"
tamoxifen,Breast Neoplasms
tamsulosin,Prostatic Hyperplasia
tazarotene,Cosmetics
tazobactam,Pneumonia
tebipenem,Pneumonia
tebipenem,Otitis
telbivudine,Hepatitis B
telmesteine,Antitussive Agents
telmisartan,Hypertension
telotristat,Diarrhea
temoporfin,Squamous Cell Carcinoma of Head and Neck
temozolomide,Glioblastoma
temozolomide,Astrocytoma
temsirolimus,"Carcinoma, Renal Cell"
teneligliptin,Diabetes Mellitus
terbinafine,Tinea Pedis
terbinafine,Tinea cruris
terbinafine,Tinea
teriflunomide,Multiple Sclerosis
tetrabenazine,Cholera
tetrabenazine,Huntington Disease
tetracaine,Anesthetics
thioctic-acid,Diabetic Nephropathies
thioguanine,"Leukemia, Myeloid, Acute"
thiothixene,Schizophrenia
tiabendazole,Ancylostomatoidea
tiagabine,Seizures
tiapride,Psychotic Disorders
tiapride,Dyskinesias
tibolone,Endometriosis
ticagrelor,Myocardial Infarction
ticagrelor,Acute Coronary Syndrome
ticlopidine,Stroke
ticlopidine,Thrombosis
timolol,Glaucoma
timolol,Ocular Hypertension
tioguanine,"Leukemia, Myeloid, Acute"
tioguanine,Precursor Cell Lymphoblastic Leukemia-Lymphoma
tioguanine,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
tipiracil,Colorectal Neoplasms
tipranavir,HIV
tirofiban,Myocardial Infarction
tivozanib,"Carcinoma, Renal Cell"
tizanidine,Spasm
tobramycin,Urinary Tract Infections
tobramycin,Respiratory Tract Infections
tobramycin,Meningitis
tofacitinib,"Arthritis, Rheumatoid"
tolazamide,Diabetes Mellitus
tolbutamide,Diabetes Mellitus
tolfenamic-acid,Migraine Disorders
tolnaftate,Tinea Pedis
tolnaftate,Tinea
tolperisone,"Spondylitis, Ankylosing"
tolperisone,Multiple Sclerosis
tolperisone,Raynaud Disease
tolperisone,Atherosclerosis
tolperisone,Encephalomyelitis
tolvaptan,Heart Failure
tolvaptan,Liver Cirrhosis
tolvaptan,Hyponatremia
topiramate,Migraine Disorders
topiramate,Epilepsy
topiroxostat,Gout
topiroxostat,Hyperuricemia
torasemide,Hypertension
torasemide,Heart Failure
torasemide,Edema
toremifene,Breast Neoplasms
trametinib,Melanoma
tranilast,Asthma
tranylcypromine,Depression
trapidil,Coronary Artery Disease
travoprost,Glaucoma
travoprost,Ocular Hypertension
trazodone,Depression
tretinoin,"Leukemia, Promyelocytic, Acute"
triamterene,Hypertension
triamterene,Edema
triamterene,Hypokalemia
triclabendazole,Cestoda
trientine,Hepatolenticular Degeneration
trifluoperazine,Schizophrenia
triflupromazine,Psychotic Disorders
triflupromazine,Nausea
triflupromazine,Vomiting
trifluridine,Simplexvirus
trilostane,Cushing Syndrome
trimebutine,Irritable Bowel Syndrome
trimetazidine,Angina Pectoris
trimethobenzamide,Nausea
trimethobenzamide,Vomiting
trimethobenzamide,Gastroenteritis
trimethoprim,Diarrhea
trimethoprim,Urinary Tract Infections
trimethoprim,Otitis
trimipramine,Depression
triptorelin,Breast Neoplasms
triptorelin,Prostatic Neoplasms
triptorelin,Endometriosis
triptorelin,"Puberty, Precocious"
triptorelin,Myoma
triptorelin,Gender Dysphoria
ubenimex,"Leukemia, Myeloid, Acute"
ulipristal,Contraceptive Agents
umeclidinium,Bronchitis
umeclidinium,Emphysema
umeclidinium,"Pulmonary Disease, Chronic Obstructive"
urapidil,Hypertension
urea,Psoriasis
urea,Dermatitis
urea,Ichthyosis Vulgaris
urea,Eczema
urea,Keratosis
ursodiol,Gallstones
valproic-acid,Epilepsy
valproic-acid,Seizures
valproic-acid,Seizures
valrubicin,Urinary Bladder Neoplasms
valsartan,Hypertension
valsartan,Heart Failure
valsartan,Heart Failure
vandetanib,"Thyroid cancer, medullary"
vardenafil,Erectile Dysfunction
varenicline,Smoking Cessation
vemurafenib,Melanoma
venetoclax,"Leukemia, Lymphocytic, Chronic, B-Cell"
venlafaxine,Depression
venlafaxine,Panic Disorder
venlafaxine,"Phobia, Social"
verapamil,Hypertension
vernakalant,Atrial Fibrillation
verteporfin,Macular Degeneration
vidarabine,Simplexvirus
vidarabine,"Herpesvirus 3, Human"
vilazodone,Depression
vinburnine,Stroke
vinpocetine,Stroke
vinpocetine,Alzheimer Disease
vismodegib,"Carcinoma, Basal Cell"
voglibose,Diabetes Mellitus
voglibose,Hyperglycemia
voriconazole,Aspergillosis
vorinostat,"Lymphoma, T-Cell, Cutaneous"
vortioxetine,Depression
warfarin,Venous Thrombosis
warfarin,Pulmonary Embolism
warfarin,Atrial Fibrillation
warfarin,Myocardial Infarction
yohimbine,"Arrhythmias, Cardiac"
yohimbine,Bradycardia
zafirlukast,Asthma
zalcitabine,HIV
zidovudine,HIV
zidovudine,Acquired Immunodeficiency Syndrome
zileuton,Asthma
ziprasidone,Bipolar Disorder
ziprasidone,Schizophrenia
zofenopril-calcium,Hypertension
zonisamide,Epilepsy
zonisamide,Seizures
