pert_iname,indication
dasatinib,"Leukemia|Leukemia, Myeloid|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Blast Crisis|Melanoma|Rhabdomyosarcoma|Rhabdomyosarcoma, Alveolar|Rhabdomyosarcoma, Embryonal|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Colorectal Neoplasms|Philadelphia Chromosome|Mastocytosis|Mastocytosis, Systemic|Breast Neoplasms|Inflammatory Breast Neoplasms|Neoplasms|Carcinoma|Pancreatic Neoplasms|Leukemia, Myeloid, Chronic-Phase|Glioma|Diffuse Intrinsic Pontine Glioma|Lymphoma|Multiple Myeloma|Neoplasms, Plasma Cell|Infections|Communicable Diseases|HIV Infections|Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease|Liver Cirrhosis|Fibrosis|Leukemia, Lymphocytic, Chronic, B-Cell|COVID-19|Laboratory Infection|Alzheimer Disease|Cognitive Dysfunction|Cholangiocarcinoma|Neuroblastoma|Brain Neoplasms|Recurrence|Cystadenocarcinoma|Adenocarcinoma, Clear Cell|Leukemia, Myeloid, Acute|Prostatic Neoplasms|Myelodysplastic Syndromes|Precursor T-Cell Lymphoblastic Leukemia-Lymphoma|Lymphoma, Non-Hodgkin|Rectal Neoplasms|Colonic Neoplasms|Gastrointestinal Neoplasms|Bile Duct Neoplasms|Gallbladder Neoplasms|Sarcoma|Liver Neoplasms|Neoplasms, Germ Cell and Embryonal|Nervous System Neoplasms|Central Nervous System Neoplasms|Lymphoma, B-Cell|Lymphoma, Large B-Cell, Diffuse|Adenocarcinoma|Neoplasm Metastasis|Adenocarcinoma, Mucinous|Mesothelioma|Mesothelioma, Malignant|Polycythemia Vera|Polycythemia|Carcinoma, Acinar Cell|Brain Stem Neoplasms|Kidney Diseases|Renal Insufficiency, Chronic|Triple Negative Breast Neoplasms|Leukemia, Myeloid, Accelerated Phase|Endometrial Neoplasms|Carcinoma, Transitional Cell|Cystadenocarcinoma, Serous|Carcinoma, Endometrioid|Preleukemia|Primary Myelofibrosis|Hypereosinophilic Syndrome|Syndrome|Metaplasia|Leukemia, Myelomonocytic, Chronic|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Esophageal Neoplasms|Stomach Neoplasms|Urinary Bladder Neoplasms|Thyroid Neoplasms|Uterine Neoplasms|Carcinoma, Hepatocellular|Skin Neoplasms|Carcinoma, Renal Cell|Kidney Neoplasms|Thyroid Diseases|Neoplasm, Residual|Glioblastoma|Gliosarcoma|Gastrointestinal Stromal Tumors|Chondrosarcoma|Chordoma|Giant Cell Tumors|Nerve Sheath Neoplasms|Neurofibrosarcoma|Hemangiopericytoma|Solitary Fibrous Tumors|Bone Neoplasms|Giant Cell Tumor of Bone|Sarcoma, Ewing|Neuroectodermal Tumors, Primitive, Peripheral|Sarcoma, Alveolar Soft Part|Small Cell Lung Carcinoma|Mycoses|Hodgkin Disease|Mycosis Fungoides|Carcinoma, Squamous Cell|Head and Neck Neoplasms|Laryngeal Neoplasms|Oropharyngeal Neoplasms|Carcinoma, Verrucous|Squamous Cell Carcinoma of Head and Neck|Salivary Gland Neoplasms|Nasopharyngeal Carcinoma|Paranasal Sinus Neoplasms|Neoplasms, Unknown Primary|Tongue Neoplasms|Laryngeal Diseases|Thrombocytosis|Hematologic Neoplasms|Leukemia, Myelomonocytic, Juvenile|Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Lymphoma, T-Cell|Lymphoma, T-Cell, Peripheral|Waldenstrom Macroglobulinemia|Scleroderma, Systemic|Scleroderma, Diffuse|Scleroderma, Localized|Carcinoma, Adenoid Cystic|Frailty|Leukemia, B-Cell|Burkitt Lymphoma|Lymphoma, Follicular|Lymphoma, Mantle-Cell|Lymphoma, B-Cell, Marginal Zone|Sezary Syndrome|Leukemia, T-Cell|Lymphoma, T-Cell, Cutaneous|Leukemia-Lymphoma, Adult T-Cell|Lymphoma, Large-Cell, Anaplastic|Leukemia, Hairy Cell|Lymphomatoid Granulomatosis|Lymphoma, Extranodal NK-T-Cell|Intraocular Lymphoma|Leukemia, Large Granular Lymphocytic|Plasmablastic Lymphoma|Lymphoma, Large-Cell, Immunoblastic|Immunoblastic Lymphadenopathy|Fallopian Tube Neoplasms|Neoplasms, Second Primary|Pulmonary Fibrosis|Idiopathic Pulmonary Fibrosis|Pinealoma|Bone Marrow Diseases|Brain Diseases|Central Nervous System Diseases"
decitabine,"Leukemia, Myeloid|Leukemia|Leukemia, Myeloid, Acute|Preleukemia|Myelodysplastic Syndromes|Syndrome|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Anemia, Refractory|Lymphoma|Lymphoma, B-Cell|Leukemia, Megakaryoblastic, Acute|Leukemia, Erythroblastic, Acute|Leukemia, Monocytic, Acute|Leukemia, Myelomonocytic, Acute|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Breast Neoplasms|Head and Neck Neoplasms|Colorectal Neoplasms|Neoplasm Metastasis|Neoplasms|Hodgkin Disease|Recurrence|Primary Myelofibrosis|Myeloproliferative Disorders|Melanoma|Thrombocytopenia|Purpura|Purpura, Thrombocytopenic, Idiopathic|Purpura, Thrombocytopenic|Leukemia, T-Cell|Precursor T-Cell Lymphoblastic Leukemia-Lymphoma|Blast Crisis|Lymphoma, Non-Hodgkin|Polycythemia Vera|Polycythemia|Thrombocytosis|Thrombocythemia, Essential|Lymphoma, T-Cell|Lymphoma, T-Cell, Peripheral|Lymphoma, Extranodal NK-T-Cell|Anemia, Sickle Cell|Lymphoma, Large B-Cell, Diffuse|Glioma|Medulloblastoma|Neuroectodermal Tumors|Neuroectodermal Tumors, Primitive|Prostatic Neoplasms|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Leukemia, Myeloid, Chronic-Phase|Philadelphia Chromosome|Anemia|Anemia, Aplastic|COVID-19|Pneumonia|Hematologic Diseases|Chondrosarcoma|Myelodysplastic-Myeloproliferative Diseases|Ependymoma|Anemia, Refractory, with Excess of Blasts|Bone Marrow Diseases|Adenocarcinoma|Sarcoma|Carcinoma|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Fallopian Tube Neoplasms|Carcinoma, Ovarian Epithelial|Carcinoma, Renal Cell|Digestive System Neoplasms|Gastrointestinal Neoplasms|Hematologic Neoplasms|Aggression|Neoplasm, Residual|Leukemia, Lymphoid|Leukemia, Promyelocytic, Acute|Leukemia, Lymphocytic, Chronic, B-Cell|Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative|Leukemia, Myeloid, Accelerated Phase|Graft vs Host Disease|Plasmablastic Lymphoma|Burkitt Lymphoma|Lymphoma, Follicular|Lymphoma, Mantle-Cell|Lymphoma, B-Cell, Marginal Zone|Lymphoma, Large-Cell, Immunoblastic|Neuroblastoma|Urinary Bladder Neoplasms|Breast Neoplasms, Male|Small Cell Lung Carcinoma|Mesothelioma|Mesothelioma, Malignant|Rhabdomyosarcoma|Sarcoma, Ewing|Sarcoma, Synovial|Osteosarcoma|Esophageal Neoplasms|Leukemia, Biphenotypic, Acute|Carcinoma, Squamous Cell|Esophageal Squamous Cell Carcinoma|Thyroid Neoplasms|Thyroid Cancer, Papillary|Adenocarcinoma, Follicular|Thyroid Diseases|Ovarian Neoplasms|Leukemia, Basophilic, Acute|Thalassemia|beta-Thalassemia|Acute Disease|Precursor B-Cell Lymphoblastic Leukemia-Lymphoma|Neutropenia|Nasopharyngeal Carcinoma|Peritoneal Neoplasms|Skin Neoplasms|Neoplasms, Germ Cell and Embryonal"
deferasirox,"Hemoglobinopathies|Iron Overload|Preleukemia|Myelodysplastic Syndromes|Syndrome|Hemochromatosis|Hemosiderosis|Anemia|Thalassemia|Leukemia|beta-Thalassemia|Fanconi Syndrome|Anemia, Aplastic|Fanconi Anemia|Anemia, Diamond-Blackfan|Anemia, Sickle Cell|Fatty Liver|Non-alcoholic Fatty Liver Disease|Porphyrias|Porphyria Cutanea Tarda|Porphyrias, Hepatic|Porphyria, Erythropoietic|Anemia, Hemolytic|Primary Myelofibrosis|Mucormycosis|Zygomycosis|Multiple Myeloma|Neuroblastoma|Neoplasms, Plasma Cell|Plasmacytoma|Liver Diseases|Metabolic Diseases|Iron Metabolism Disorders|Burkitt Lymphoma|Mycoses|Lymphoma|Breast Neoplasms|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Lymphoma, Follicular|Lymphoma, Non-Hodgkin|Neoplasm Metastasis|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Lymphoma, B-Cell|Leukemia, Lymphocytic, Chronic, B-Cell|Hodgkin Disease|Lymphoma, Mantle-Cell|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Lymphoma, B-Cell, Marginal Zone|Lymphoma, Large B-Cell, Diffuse|Neoplasms, Germ Cell and Embryonal|Lymphoma, Large-Cell, Immunoblastic|Plasmablastic Lymphoma|Carcinoma, Ovarian Epithelial|Mycosis Fungoides|Sezary Syndrome|Lymphoma, T-Cell|Lymphoma, T-Cell, Cutaneous|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Leukemia, Hairy Cell|Leukemia, Myeloid, Chronic-Phase|Testicular Neoplasms|Blast Crisis|Leukemia, Myeloid, Accelerated Phase|Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative|Trophoblastic Neoplasms|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Hypereosinophilic Syndrome|Leukemia, Neutrophilic, Chronic|Recurrence|Histiocytosis|Lymphoma, T-Cell, Peripheral|Leukemia, T-Cell|Leukemia-Lymphoma, Adult T-Cell|Waldenstrom Macroglobulinemia|Lymphoma, Large-Cell, Anaplastic|Lymphomatoid Granulomatosis|Lymphoma, Extranodal NK-T-Cell|Intraocular Lymphoma|Leukemia, Mast-Cell|Histiocytosis, Langerhans-Cell|Anemia, Refractory|Immunoblastic Lymphadenopathy|Osteoporosis|Osteoporosis, Postmenopausal"
deferiprone,"Hemoglobinopathies|Iron Overload|Anemia, Sickle Cell|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Pantothenate Kinase-Associated Neurodegeneration|Nerve Degeneration|Parkinson Disease|Dementia|Acute Kidney Injury|Wounds and Injuries|Neurodegenerative Diseases|Kidney Diseases|Renal Insufficiency, Chronic|beta-Thalassemia|Cardiovascular Diseases|Heart Diseases|Thalassemia|Hemochromatosis|Hemosiderosis|Myocardial Infarction|Infarction|Alzheimer Disease|Cognitive Dysfunction|Stroke|Cerebellar Ataxia|Friedreich Ataxia|Ataxia|HIV Infections|Peptic Ulcer|Hearing Loss|Hearing Loss, Sensorineural|Wolfram Syndrome|Optic Atrophy|Metabolic Diseases|Iron Metabolism Disorders|Preleukemia|Myelodysplastic Syndromes|Syndrome"
delanzomib,"Lymphoma|Lymphoma, Non-Hodgkin|Multiple Myeloma|Neoplasms, Plasma Cell"
deoxycholic-acid,"Candidiasis|Candidiasis, Invasive|Neurofibromatoses|Neurofibromatosis 1|Neurofibroma|Meningitis, Cryptococcal|Meningitis|Obesity|Aspergillosis|Lipoma|Leishmaniasis|Leishmaniasis, Visceral|Mucormycosis|Zygomycosis"
dequalinium,"Vaginosis, Bacterial|Vaginal Diseases"
desvenlafaxine,"Depressive Disorder|Depression|Depressive Disorder, Major|Disease|Cardiovascular Diseases|Peripheral Nervous System Diseases|Diabetic Neuropathies|Depression, Postpartum|Fibromyalgia|Myofascial Pain Syndromes"
dextromethorphan,"Depression|Depressive Disorder|Depressive Disorder, Major|Acquired Immunodeficiency Syndrome|HIV Infections|Stroke|Brain Edema|Schizophrenia|Migraine Disorders|Disease Progression|Cognition Disorders|Parkinson Disease|Dyskinesias|Huntington Disease|Spinal Cord Injuries|Neuralgia|Hyperalgesia|Wounds and Injuries|Crohn Disease|Colitis|Colitis, Ulcerative|Ulcer|Tuberculosis|Fibromyalgia|Myofascial Pain Syndromes|Chronic Pain|Alzheimer Disease|Dementia|Psychomotor Agitation|Prostatic Neoplasms|Malaria|Renal Insufficiency, Chronic|Proteinuria|Kidney Diseases|Amphetamine-Related Disorders|Behavior, Addictive|Cytomegalovirus Infections|Psoriasis|Depressive Disorder, Treatment-Resistant|Common Cold|Voice Disorders|Hypertrophy|Bipolar Disorder|Opioid-Related Disorders|Disease|Substance-Related Disorders|Herpes Zoster|Diabetic Neuropathies|Neurodegenerative Diseases|Facies|Trigeminal Neuralgia|Facial Neuralgia|Lymphoma|Leukemia|Multiple Myeloma|Neoplasms, Plasma Cell|Preleukemia|Plasmacytoma|Intestinal Neoplasms|Precancerous Conditions|Myelodysplastic Syndromes|Myeloproliferative Disorders|Syndrome|Rett Syndrome|Peripheral Nervous System Diseases|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Melanoma|Respiratory Tract Infections|Cough|Diabetes Mellitus|Diabetes Mellitus, Type 2|Neoplasms|Medically Unexplained Symptoms|Anxiety Disorders|Obsessive-Compulsive Disorder|Body Dysmorphic Disorders|Multiple Sclerosis|Macular Edema|Edema|Multiple Sclerosis, Relapsing-Remitting|Tobacco Use Disorder|Neoplasm Metastasis|Autistic Disorder|Mitochondrial Diseases"
diacerein,"COVID-19|Diabetes Mellitus|Diabetes Mellitus, Type 2|Diabetes Complications|Epidermolysis Bullosa|Epidermolysis Bullosa Simplex|Epidermolysis Bullosa Dystrophica|Epidermolysis Bullosa, Junctional|Arthritis|Arthritis, Rheumatoid|Thrombocytopenia|Osteoarthritis|Osteoarthritis, Hip|Insulin Resistance|Osteoarthritis, Knee|Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease"
diazepam,"Epilepsy|Drug Resistant Epilepsy|Back Pain|Low Back Pain|Seizures|Anxiety Disorders|Status Epilepticus|Landau-Kleffner Syndrome|Syndrome|Anterior Cruciate Ligament Injuries|Rotator Cuff Injuries|Pancreatitis|Pancreatitis, Chronic|Abdominal Pain|Delirium|Epilepsies, Partial|Epilepsy, Generalized|Epilepsy, Complex Partial|Pelvic Floor Disorders|Pelvic Pain|Hypospadias|Disease|Psychophysiologic Disorders|Schizophrenia|Somatoform Disorders"
diazoxide,"Pregnancy in Diabetics|Infant, Newborn, Diseases|Hypoglycemia|Obesity|Myocardial Stunning|Diabetes Mellitus, Type 2|Metabolic Diseases|Glucose Metabolism Disorders|Depression|Depressive Disorder|Dyslipidemias|Hypertriglyceridemia|Hyperinsulinism|Craniopharyngioma|Adamantinoma|Pituitary Diseases|Prader-Willi Syndrome|Syndrome|Diabetes Mellitus"
diclofenac,"Osteoarthritis|Osteoarthritis, Knee|Pulpitis|Keratosis, Actinic|Keratosis|Acute Pain|Wounds and Injuries|Soft Tissue Injuries|Dysmenorrhea|Eye Diseases|Gout|Arthritis, Gouty|Myalgia|Onychomycosis|Sprains and Strains|Ankle Injuries|Carpal Tunnel Syndrome|Pain, Postoperative|Toothache|Colic|Renal Colic|Back Pain|Low Back Pain|Neck Pain|Arthritis|Arthritis, Rheumatoid|Mastodynia|Osteoarthritis, Hip|Spasm|Multiple Myeloma|Neoplasms, Plasma Cell|Musculoskeletal Pain|Chronic Pain|Skin Neoplasms|Carcinoma|Carcinoma, Basal Cell|Breast Neoplasms|Neurofibromatoses|Neurofibromatosis 1|Neurofibroma|Depression|Lacerations|Arthralgia|Renal Insufficiency|Kidney Failure, Chronic|Post-Traumatic Headache|Headache|Pulmonary Embolism|Embolism|Sunburn|Stomach Ulcer|Ulcer|Neoplasms|Hematuria|Lower Urinary Tract Symptoms|Spondylitis|Spondylarthritis|Spondylitis, Ankylosing|Prostatic Neoplasms|Foot-and-Mouth Disease|Mucositis|Stomatitis|Oral Ulcer|Stomatitis, Aphthous|Pancreatitis|Knee Injuries|Contusions|Otitis|Otitis Externa|Periodontitis|Periapical Periodontitis|Dental Pulp Necrosis|Necrosis|Inflammation|Tennis Elbow|Tendinopathy|Bursitis|Tenosynovitis|Elbow Tendinopathy|Rotator Cuff Injuries|Chronic Periodontitis|Hepatic Insufficiency|Liver Failure|Renal Insufficiency, Chronic|Poisoning|Radiculopathy|Flushing|Infertility|Pain, Procedural|Bile Duct Diseases|Common Bile Duct Diseases|COVID-19"
dicloxacillin,Infections|Communicable Diseases|Bacterial Infections|Bacteremia|Gram-Positive Bacterial Infections|Osteomyelitis
diethylcarbamazine,"Filariasis|Elephantiasis, Filarial|Elephantiasis|Loiasis|Eosinophilia|Scabies|Trachoma|Strongyloidiasis|Infections"
diethylstilbestrol,Prostatic Neoplasms
diflunisal,"Polyneuropathies|Amyloid Neuropathies|Amyloid Neuropathies, Familial|Amyloidosis, Familial|Amyloidosis|Diabetes Mellitus|Diabetes Mellitus, Type 2"
dihydroergotamine,Migraine Disorders|Headache|Migraine without Aura|Migraine with Aura|Renal Insufficiency
dimethyl-fumarate,"Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Sclerosis|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Atrophy|Macular Degeneration|Geographic Atrophy|Lymphoma|Leukemia|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Stroke|Ischemic Stroke|Cerebral Infarction|Ischemia|Psoriasis|Neoplasm Metastasis|Multiple Sclerosis, Chronic Progressive|Pulmonary Arterial Hypertension|Hypertension, Pulmonary|Hypertension|Scleroderma, Systemic|Scleroderma, Diffuse|Lupus Erythematosus, Systemic|Lupus Erythematosus, Cutaneous|Arthritis|Arthritis, Rheumatoid|Flushing|Lymphoma, T-Cell|Lymphoma, T-Cell, Peripheral|Lymphoma, T-Cell, Cutaneous|Arthritis, Psoriatic|Glioblastoma|Gliosarcoma|COVID-19|Severe Acute Respiratory Syndrome|Cerebral Hemorrhage|Hemorrhage"
dinoprost,Macular Degeneration
dipyridamole,"HIV Infections|COVID-19|Renal Insufficiency|Pancreatic Neoplasms|Anemia, Sickle Cell|Pure Autonomic Failure|Hypertension|Stroke|Vertebral Artery Dissection|Aneurysm, Dissecting|Heart Diseases|Myocardial Ischemia|Coronary Artery Disease|Arthritis|Arthritis, Rheumatoid|Osteoarthritis|Osteoarthritis, Knee|Infections|Communicable Diseases|Coronavirus Infections|Ischemic Stroke|Aneurysm|Foramen Ovale, Patent|Recurrence|Takotsubo Cardiomyopathy|Syndrome|Nephritis|Purpura, Schoenlein-Henoch|Purpura|Dry Eye Syndromes|Keratoconjunctivitis Sicca|Pterygium|Cerebral Hemorrhage|Atrial Fibrillation|Hemorrhage"
disulfiram,"Glioblastoma|HIV Infections|Acquired Immunodeficiency Syndrome|Melanoma|Obesity|Body Weight|Breast Neoplasms|COVID-19|Neoplasms, Germ Cell and Embryonal|Recurrence|Pancreatic Neoplasms|Disease|Alcoholism|Cocaine-Related Disorders|Alcohol-Related Disorders|Opioid-Related Disorders|Prostatic Neoplasms|Lung Neoplasms|Lyme Disease|Multiple Myeloma|Neoplasms, Plasma Cell|Behavior, Addictive|Sarcoma|Substance-Related Disorders"
dofequidar,Neoplasms
dolastatin-10,"Liver Neoplasms|Gallbladder Neoplasms|Bile Duct Neoplasms|Cholangiocarcinoma|Pancreatic Neoplasms|Syndrome|Leukemia|Preleukemia|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Myelodysplastic Syndromes|Sarcoma|Kidney Neoplasms|Carcinoma, Renal Cell"
donepezil,"Alzheimer Disease|Autistic Disorder|Autism Spectrum Disorder|Cognitive Dysfunction|Neuralgia|Hearing Loss|Deafness|Hearing Loss, Sensorineural|Parkinson Disease|Urinary Retention|Dementia|Alcoholism|Alcohol Drinking|Migraine Disorders|Headache|Stroke|Aphasia|Brain Injuries|Brain Injuries, Traumatic|Memory Disorders|Radiation Injuries|Down Syndrome|Syndrome|Multiple Sclerosis|Sclerosis|Rett Syndrome|Central Nervous System Neoplasms|Nervous System Neoplasms|Lung Neoplasms|Small Cell Lung Carcinoma|Delirium|Depression|Breast Neoplasms|Sleep Wake Disorders|Parasomnias|Disease|Fatigue|Anxiety Disorders|Cognition Disorders|CADASIL|Fragile X Syndrome|Paralysis|Supranuclear Palsy, Progressive|Malnutrition|Sleep Deprivation|Dementia, Vascular|Necrosis|Postoperative Cognitive Complications|Cerebrovascular Disorders|Schizophrenia|Amblyopia|Brain Neoplasms|Neoplasm Metastasis|Neurotoxicity Syndromes|Cocaine-Related Disorders|Lewy Body Disease|Peripheral Nervous System Diseases|Nervous System Diseases|Central Nervous System Diseases|Ischemic Stroke|Crush Injuries|Child Development Disorders, Pervasive|Psychophysiologic Disorders|Somatoform Disorders|Diabetes Mellitus, Type 2|Wounds and Injuries|Subarachnoid Hemorrhage|Brain Ischemia|Cerebral Infarction|Hemorrhage|Ischemia"
dopamine,"Parkinson Disease|Nervous System Diseases|Movement Disorders|Neurodegenerative Diseases|Brain Diseases|Sleep Wake Disorders|Psychomotor Agitation|Restless Legs Syndrome|Kidney Failure, Chronic|Syndrome|Cachexia|Heart Failure|Premature Birth|Gait Disorders, Neurologic|Disease Progression|Neoplasms|Glioblastoma|Glioma|Ependymoma|Nervous System Neoplasms|Central Nervous System Neoplasms|Recurrence|Coronary Artery Disease|Heart Diseases|Disease|Depression|Depressive Disorder|Depressive Disorder, Major|Dysthymic Disorder|Cardiovascular Diseases|Macular Edema|Retinal Diseases|Diabetic Retinopathy|Edema|Hypotension|Hemorrhage|Diffuse Intrinsic Pontine Glioma|Shock|Shock, Septic|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Cocaine-Related Disorders|Hypoxia|Dyspnea|Hyperglycemia|Liver Cirrhosis|Fibrosis|Birth Weight|Headache|Migraine Disorders|Postoperative Cognitive Complications|Cognitive Dysfunction|Heart Defects, Congenital|Severe Acute Malnutrition|Diarrhea|Hypovolemia"
doxapram,Respiratory Insufficiency|Panic Disorder
doxazosin,"Cocaine-Related Disorders|Mydriasis|Dyssomnias|Parasomnias|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Substance-Related Disorders|Disease|Alcoholism|Alcohol Drinking|Erectile Dysfunction|Pheochromocytoma|Paraganglioma|Prostatic Hyperplasia|Hyperplasia|Hypertrophy|Amphetamine-Related Disorders|Mood Disorders|Hypertension|Kidney Calculi|Nephrolithiasis|Ureteral Calculi|Ureterolithiasis|Calculi"
doxepin,"Mucositis|Stomatitis|Carcinoma|Neoplasms|Mesothelioma|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Neoplasms, Second Primary|Esophageal Neoplasms|Thymoma|Small Cell Lung Carcinoma|Thyroid Neoplasms|Parkinson Disease|Sleep Initiation and Maintenance Disorders|Head and Neck Neoplasms|Urticaria|Dermatitis|Radiodermatitis|Disease|Psychophysiologic Disorders|Schizophrenia|Anxiety Disorders|Somatoform Disorders"
