pert_iname,indication,drugbank_id
deferiprone,HIV Infections,DB08826
deferiprone,Peptic Ulcer,DB08826
deferiprone,Hearing Loss,DB08826
deferiprone,"Hearing Loss, Sensorineural",DB08826
deferiprone,Wolfram Syndrome,DB08826
deferiprone,Optic Atrophy,DB08826
deferiprone,Metabolic Diseases,DB08826
deferiprone,Iron Metabolism Disorders,DB08826
deferiprone,Preleukemia,DB08826
deferiprone,Myelodysplastic Syndromes,DB08826
deferiprone,Syndrome,DB08826
delanzomib,Lymphoma,DB11956
delanzomib,"Lymphoma, Non-Hodgkin",DB11956
delanzomib,Multiple Myeloma,DB11956
delanzomib,"Neoplasms, Plasma Cell",DB11956
deoxycholic-acid,Candidiasis,DB03619
deoxycholic-acid,"Candidiasis, Invasive",DB03619
deoxycholic-acid,Neurofibromatoses,DB03619
deoxycholic-acid,Neurofibromatosis 1,DB03619
deoxycholic-acid,Neurofibroma,DB03619
deoxycholic-acid,"Meningitis, Cryptococcal",DB03619
deoxycholic-acid,Meningitis,DB03619
deoxycholic-acid,Obesity,DB03619
deoxycholic-acid,Aspergillosis,DB03619
deoxycholic-acid,Lipoma,DB03619
deoxycholic-acid,Leishmaniasis,DB03619
deoxycholic-acid,"Leishmaniasis, Visceral",DB03619
deoxycholic-acid,Mucormycosis,DB03619
deoxycholic-acid,Zygomycosis,DB03619
dequalinium,"Vaginosis, Bacterial",DB04209
dequalinium,Vaginal Diseases,DB04209
desvenlafaxine,Depressive Disorder,DB06700
desvenlafaxine,Depression,DB06700
desvenlafaxine,"Depressive Disorder, Major",DB06700
desvenlafaxine,Disease,DB06700
desvenlafaxine,Cardiovascular Diseases,DB06700
desvenlafaxine,Peripheral Nervous System Diseases,DB06700
desvenlafaxine,Diabetic Neuropathies,DB06700
desvenlafaxine,"Depression, Postpartum",DB06700
desvenlafaxine,Fibromyalgia,DB06700
desvenlafaxine,Myofascial Pain Syndromes,DB06700
dextromethorphan,Depression,DB00514
dextromethorphan,Depressive Disorder,DB00514
dextromethorphan,"Depressive Disorder, Major",DB00514
dextromethorphan,Acquired Immunodeficiency Syndrome,DB00514
dextromethorphan,HIV Infections,DB00514
dextromethorphan,Stroke,DB00514
dextromethorphan,Brain Edema,DB00514
dextromethorphan,Schizophrenia,DB00514
dextromethorphan,Migraine Disorders,DB00514
dextromethorphan,Disease Progression,DB00514
dextromethorphan,Cognition Disorders,DB00514
dextromethorphan,Parkinson Disease,DB00514
dextromethorphan,Dyskinesias,DB00514
dextromethorphan,Huntington Disease,DB00514
dextromethorphan,Spinal Cord Injuries,DB00514
dextromethorphan,Neuralgia,DB00514
dextromethorphan,Hyperalgesia,DB00514
dextromethorphan,Wounds and Injuries,DB00514
dextromethorphan,Crohn Disease,DB00514
dextromethorphan,Colitis,DB00514
dextromethorphan,"Colitis, Ulcerative",DB00514
dextromethorphan,Ulcer,DB00514
dextromethorphan,Tuberculosis,DB00514
dextromethorphan,Fibromyalgia,DB00514
dextromethorphan,Myofascial Pain Syndromes,DB00514
dextromethorphan,Chronic Pain,DB00514
dextromethorphan,Alzheimer Disease,DB00514
dextromethorphan,Dementia,DB00514
dextromethorphan,Psychomotor Agitation,DB00514
dextromethorphan,Prostatic Neoplasms,DB00514
dextromethorphan,Malaria,DB00514
dextromethorphan,"Renal Insufficiency, Chronic",DB00514
dextromethorphan,Proteinuria,DB00514
dextromethorphan,Kidney Diseases,DB00514
dextromethorphan,Amphetamine-Related Disorders,DB00514
dextromethorphan,"Behavior, Addictive",DB00514
dextromethorphan,Cytomegalovirus Infections,DB00514
dextromethorphan,Psoriasis,DB00514
dextromethorphan,"Depressive Disorder, Treatment-Resistant",DB00514
dextromethorphan,Common Cold,DB00514
dextromethorphan,Voice Disorders,DB00514
dextromethorphan,Hypertrophy,DB00514
dextromethorphan,Bipolar Disorder,DB00514
dextromethorphan,Opioid-Related Disorders,DB00514
dextromethorphan,Disease,DB00514
dextromethorphan,Substance-Related Disorders,DB00514
dextromethorphan,Herpes Zoster,DB00514
dextromethorphan,Diabetic Neuropathies,DB00514
dextromethorphan,Neurodegenerative Diseases,DB00514
dextromethorphan,Facies,DB00514
dextromethorphan,Trigeminal Neuralgia,DB00514
dextromethorphan,Facial Neuralgia,DB00514
dextromethorphan,Lymphoma,DB00514
dextromethorphan,Leukemia,DB00514
dextromethorphan,Multiple Myeloma,DB00514
dextromethorphan,"Neoplasms, Plasma Cell",DB00514
dextromethorphan,Preleukemia,DB00514
dextromethorphan,Plasmacytoma,DB00514
dextromethorphan,Intestinal Neoplasms,DB00514
dextromethorphan,Precancerous Conditions,DB00514
dextromethorphan,Myelodysplastic Syndromes,DB00514
dextromethorphan,Myeloproliferative Disorders,DB00514
dextromethorphan,Syndrome,DB00514
dextromethorphan,Rett Syndrome,DB00514
dextromethorphan,Peripheral Nervous System Diseases,DB00514
dextromethorphan,Motor Neuron Disease,DB00514
dextromethorphan,Amyotrophic Lateral Sclerosis,DB00514
dextromethorphan,Sclerosis,DB00514
dextromethorphan,Melanoma,DB00514
dextromethorphan,Respiratory Tract Infections,DB00514
dextromethorphan,Cough,DB00514
dextromethorphan,Diabetes Mellitus,DB00514
dextromethorphan,"Diabetes Mellitus, Type 2",DB00514
dextromethorphan,Neoplasms,DB00514
dextromethorphan,Medically Unexplained Symptoms,DB00514
dextromethorphan,Anxiety Disorders,DB00514
dextromethorphan,Obsessive-Compulsive Disorder,DB00514
dextromethorphan,Body Dysmorphic Disorders,DB00514
dextromethorphan,Multiple Sclerosis,DB00514
dextromethorphan,Macular Edema,DB00514
dextromethorphan,Edema,DB00514
dextromethorphan,"Multiple Sclerosis, Relapsing-Remitting",DB00514
dextromethorphan,Tobacco Use Disorder,DB00514
dextromethorphan,Neoplasm Metastasis,DB00514
dextromethorphan,Autistic Disorder,DB00514
dextromethorphan,Mitochondrial Diseases,DB00514
diacerein,COVID-19,DB11994
diacerein,Diabetes Mellitus,DB11994
diacerein,"Diabetes Mellitus, Type 2",DB11994
diacerein,Diabetes Complications,DB11994
diacerein,Epidermolysis Bullosa,DB11994
diacerein,Epidermolysis Bullosa Simplex,DB11994
diacerein,Epidermolysis Bullosa Dystrophica,DB11994
diacerein,"Epidermolysis Bullosa, Junctional",DB11994
diacerein,Arthritis,DB11994
diacerein,"Arthritis, Rheumatoid",DB11994
diacerein,Thrombocytopenia,DB11994
diacerein,Osteoarthritis,DB11994
diacerein,"Osteoarthritis, Hip",DB11994
diacerein,Insulin Resistance,DB11994
diacerein,"Osteoarthritis, Knee",DB11994
diacerein,Liver Diseases,DB11994
diacerein,Fatty Liver,DB11994
diacerein,Non-alcoholic Fatty Liver Disease,DB11994
diazepam,Epilepsy,DB00829
diazepam,Drug Resistant Epilepsy,DB00829
diazepam,Back Pain,DB00829
diazepam,Low Back Pain,DB00829
diazepam,Seizures,DB00829
diazepam,Anxiety Disorders,DB00829
diazepam,Status Epilepticus,DB00829
diazepam,Landau-Kleffner Syndrome,DB00829
diazepam,Syndrome,DB00829
diazepam,Anterior Cruciate Ligament Injuries,DB00829
diazepam,Rotator Cuff Injuries,DB00829
diazepam,Pancreatitis,DB00829
diazepam,"Pancreatitis, Chronic",DB00829
diazepam,Abdominal Pain,DB00829
diazepam,Delirium,DB00829
diazepam,"Epilepsies, Partial",DB00829
diazepam,"Epilepsy, Generalized",DB00829
diazepam,"Epilepsy, Complex Partial",DB00829
diazepam,Pelvic Floor Disorders,DB00829
diazepam,Pelvic Pain,DB00829
diazepam,Hypospadias,DB00829
diazepam,Disease,DB00829
diazepam,Psychophysiologic Disorders,DB00829
diazepam,Schizophrenia,DB00829
diazepam,Somatoform Disorders,DB00829
diazoxide,Pregnancy in Diabetics,DB01119
diazoxide,"Infant, Newborn, Diseases",DB01119
diazoxide,Hypoglycemia,DB01119
diazoxide,Obesity,DB01119
diazoxide,Myocardial Stunning,DB01119
diazoxide,"Diabetes Mellitus, Type 2",DB01119
diazoxide,Metabolic Diseases,DB01119
diazoxide,Glucose Metabolism Disorders,DB01119
diazoxide,Depression,DB01119
diazoxide,Depressive Disorder,DB01119
diazoxide,Dyslipidemias,DB01119
diazoxide,Hypertriglyceridemia,DB01119
diazoxide,Hyperinsulinism,DB01119
diazoxide,Craniopharyngioma,DB01119
diazoxide,Adamantinoma,DB01119
diazoxide,Pituitary Diseases,DB01119
diazoxide,Prader-Willi Syndrome,DB01119
diazoxide,Syndrome,DB01119
diazoxide,Diabetes Mellitus,DB01119
diclofenac,Osteoarthritis,DB00586
diclofenac,"Osteoarthritis, Knee",DB00586
diclofenac,Pulpitis,DB00586
diclofenac,"Keratosis, Actinic",DB00586
diclofenac,Keratosis,DB00586
diclofenac,Acute Pain,DB00586
diclofenac,Wounds and Injuries,DB00586
diclofenac,Soft Tissue Injuries,DB00586
diclofenac,Dysmenorrhea,DB00586
diclofenac,Eye Diseases,DB00586
diclofenac,Gout,DB00586
diclofenac,"Arthritis, Gouty",DB00586
diclofenac,Myalgia,DB00586
diclofenac,Onychomycosis,DB00586
diclofenac,Sprains and Strains,DB00586
diclofenac,Ankle Injuries,DB00586
diclofenac,Carpal Tunnel Syndrome,DB00586
diclofenac,"Pain, Postoperative",DB00586
diclofenac,Toothache,DB00586
diclofenac,Colic,DB00586
diclofenac,Renal Colic,DB00586
diclofenac,Back Pain,DB00586
diclofenac,Low Back Pain,DB00586
diclofenac,Neck Pain,DB00586
diclofenac,Arthritis,DB00586
diclofenac,"Arthritis, Rheumatoid",DB00586
diclofenac,Mastodynia,DB00586
diclofenac,"Osteoarthritis, Hip",DB00586
diclofenac,Spasm,DB00586
diclofenac,Multiple Myeloma,DB00586
diclofenac,"Neoplasms, Plasma Cell",DB00586
diclofenac,Musculoskeletal Pain,DB00586
diclofenac,Chronic Pain,DB00586
diclofenac,Skin Neoplasms,DB00586
diclofenac,Carcinoma,DB00586
diclofenac,"Carcinoma, Basal Cell",DB00586
diclofenac,Breast Neoplasms,DB00586
diclofenac,Neurofibromatoses,DB00586
diclofenac,Neurofibromatosis 1,DB00586
diclofenac,Neurofibroma,DB00586
diclofenac,Depression,DB00586
diclofenac,Lacerations,DB00586
diclofenac,Arthralgia,DB00586
diclofenac,Renal Insufficiency,DB00586
diclofenac,"Kidney Failure, Chronic",DB00586
diclofenac,Post-Traumatic Headache,DB00586
diclofenac,Headache,DB00586
diclofenac,Pulmonary Embolism,DB00586
diclofenac,Embolism,DB00586
diclofenac,Sunburn,DB00586
diclofenac,Stomach Ulcer,DB00586
diclofenac,Ulcer,DB00586
diclofenac,Neoplasms,DB00586
diclofenac,Hematuria,DB00586
diclofenac,Lower Urinary Tract Symptoms,DB00586
diclofenac,Spondylitis,DB00586
diclofenac,Spondylarthritis,DB00586
diclofenac,"Spondylitis, Ankylosing",DB00586
diclofenac,Prostatic Neoplasms,DB00586
diclofenac,Foot-and-Mouth Disease,DB00586
diclofenac,Mucositis,DB00586
diclofenac,Stomatitis,DB00586
diclofenac,Oral Ulcer,DB00586
diclofenac,"Stomatitis, Aphthous",DB00586
diclofenac,Pancreatitis,DB00586
diclofenac,Knee Injuries,DB00586
diclofenac,Contusions,DB00586
diclofenac,Otitis,DB00586
diclofenac,Otitis Externa,DB00586
diclofenac,Periodontitis,DB00586
diclofenac,Periapical Periodontitis,DB00586
diclofenac,Dental Pulp Necrosis,DB00586
diclofenac,Necrosis,DB00586
diclofenac,Inflammation,DB00586
diclofenac,Tennis Elbow,DB00586
diclofenac,Tendinopathy,DB00586
diclofenac,Bursitis,DB00586
diclofenac,Tenosynovitis,DB00586
diclofenac,Elbow Tendinopathy,DB00586
diclofenac,Rotator Cuff Injuries,DB00586
diclofenac,Chronic Periodontitis,DB00586
diclofenac,Hepatic Insufficiency,DB00586
diclofenac,Liver Failure,DB00586
diclofenac,"Renal Insufficiency, Chronic",DB00586
diclofenac,Poisoning,DB00586
diclofenac,Radiculopathy,DB00586
diclofenac,Flushing,DB00586
diclofenac,Infertility,DB00586
diclofenac,"Pain, Procedural",DB00586
diclofenac,Bile Duct Diseases,DB00586
diclofenac,Common Bile Duct Diseases,DB00586
diclofenac,COVID-19,DB00586
dicloxacillin,Infections,DB00485
dicloxacillin,Communicable Diseases,DB00485
dicloxacillin,Bacterial Infections,DB00485
dicloxacillin,Bacteremia,DB00485
dicloxacillin,Gram-Positive Bacterial Infections,DB00485
dicloxacillin,Osteomyelitis,DB00485
diethylcarbamazine,Filariasis,DB00711
diethylcarbamazine,"Elephantiasis, Filarial",DB00711
diethylcarbamazine,Elephantiasis,DB00711
diethylcarbamazine,Loiasis,DB00711
diethylcarbamazine,Eosinophilia,DB00711
diethylcarbamazine,Scabies,DB00711
diethylcarbamazine,Trachoma,DB00711
diethylcarbamazine,Strongyloidiasis,DB00711
diethylcarbamazine,Infections,DB00711
diethylstilbestrol,Prostatic Neoplasms,DB00255
diflunisal,Polyneuropathies,DB00861
diflunisal,Amyloid Neuropathies,DB00861
diflunisal,"Amyloid Neuropathies, Familial",DB00861
diflunisal,"Amyloidosis, Familial",DB00861
diflunisal,Amyloidosis,DB00861
diflunisal,Diabetes Mellitus,DB00861
diflunisal,"Diabetes Mellitus, Type 2",DB00861
dihydroergotamine,Migraine Disorders,DB00320
dihydroergotamine,Headache,DB00320
dihydroergotamine,Migraine without Aura,DB00320
dihydroergotamine,Migraine with Aura,DB00320
dihydroergotamine,Renal Insufficiency,DB00320
dimethyl-fumarate,Multiple Sclerosis,DB08908
dimethyl-fumarate,"Multiple Sclerosis, Relapsing-Remitting",DB08908
dimethyl-fumarate,Sclerosis,DB08908
dimethyl-fumarate,Apnea,DB08908
dimethyl-fumarate,Sleep Apnea Syndromes,DB08908
dimethyl-fumarate,"Sleep Apnea, Obstructive",DB08908
dimethyl-fumarate,Atrophy,DB08908
dimethyl-fumarate,Macular Degeneration,DB08908
dimethyl-fumarate,Geographic Atrophy,DB08908
dimethyl-fumarate,Lymphoma,DB08908
dimethyl-fumarate,Leukemia,DB08908
dimethyl-fumarate,"Leukemia, Lymphoid",DB08908
dimethyl-fumarate,"Leukemia, Lymphocytic, Chronic, B-Cell",DB08908
dimethyl-fumarate,Stroke,DB08908
dimethyl-fumarate,Ischemic Stroke,DB08908
dimethyl-fumarate,Cerebral Infarction,DB08908
dimethyl-fumarate,Ischemia,DB08908
dimethyl-fumarate,Psoriasis,DB08908
dimethyl-fumarate,Neoplasm Metastasis,DB08908
dimethyl-fumarate,"Multiple Sclerosis, Chronic Progressive",DB08908
dimethyl-fumarate,Pulmonary Arterial Hypertension,DB08908
dimethyl-fumarate,"Hypertension, Pulmonary",DB08908
dimethyl-fumarate,Hypertension,DB08908
dimethyl-fumarate,"Scleroderma, Systemic",DB08908
dimethyl-fumarate,"Scleroderma, Diffuse",DB08908
dimethyl-fumarate,"Lupus Erythematosus, Systemic",DB08908
dimethyl-fumarate,"Lupus Erythematosus, Cutaneous",DB08908
dimethyl-fumarate,Arthritis,DB08908
dimethyl-fumarate,"Arthritis, Rheumatoid",DB08908
dimethyl-fumarate,Flushing,DB08908
dimethyl-fumarate,"Lymphoma, T-Cell",DB08908
dimethyl-fumarate,"Lymphoma, T-Cell, Peripheral",DB08908
dimethyl-fumarate,"Lymphoma, T-Cell, Cutaneous",DB08908
dimethyl-fumarate,"Arthritis, Psoriatic",DB08908
dimethyl-fumarate,Glioblastoma,DB08908
dimethyl-fumarate,Gliosarcoma,DB08908
dimethyl-fumarate,COVID-19,DB08908
dimethyl-fumarate,Severe Acute Respiratory Syndrome,DB08908
dimethyl-fumarate,Cerebral Hemorrhage,DB08908
dimethyl-fumarate,Hemorrhage,DB08908
dinoprost,Macular Degeneration,DB12789
dipyridamole,HIV Infections,DB00975
dipyridamole,COVID-19,DB00975
dipyridamole,Renal Insufficiency,DB00975
dipyridamole,Pancreatic Neoplasms,DB00975
dipyridamole,"Anemia, Sickle Cell",DB00975
dipyridamole,Pure Autonomic Failure,DB00975
dipyridamole,Hypertension,DB00975
dipyridamole,Stroke,DB00975
dipyridamole,Vertebral Artery Dissection,DB00975
dipyridamole,"Aneurysm, Dissecting",DB00975
dipyridamole,Heart Diseases,DB00975
dipyridamole,Myocardial Ischemia,DB00975
dipyridamole,Coronary Artery Disease,DB00975
dipyridamole,Arthritis,DB00975
dipyridamole,"Arthritis, Rheumatoid",DB00975
dipyridamole,Osteoarthritis,DB00975
dipyridamole,"Osteoarthritis, Knee",DB00975
dipyridamole,Infections,DB00975
dipyridamole,Communicable Diseases,DB00975
dipyridamole,Coronavirus Infections,DB00975
dipyridamole,Ischemic Stroke,DB00975
dipyridamole,Aneurysm,DB00975
dipyridamole,"Foramen Ovale, Patent",DB00975
dipyridamole,Recurrence,DB00975
dipyridamole,Takotsubo Cardiomyopathy,DB00975
dipyridamole,Syndrome,DB00975
dipyridamole,Nephritis,DB00975
dipyridamole,"Purpura, Schoenlein-Henoch",DB00975
dipyridamole,Purpura,DB00975
dipyridamole,Dry Eye Syndromes,DB00975
dipyridamole,Keratoconjunctivitis Sicca,DB00975
dipyridamole,Pterygium,DB00975
dipyridamole,Cerebral Hemorrhage,DB00975
dipyridamole,Atrial Fibrillation,DB00975
dipyridamole,Hemorrhage,DB00975
disulfiram,Glioblastoma,DB00822
disulfiram,HIV Infections,DB00822
disulfiram,Acquired Immunodeficiency Syndrome,DB00822
disulfiram,Melanoma,DB00822
disulfiram,Obesity,DB00822
disulfiram,Body Weight,DB00822
disulfiram,Breast Neoplasms,DB00822
disulfiram,COVID-19,DB00822
disulfiram,"Neoplasms, Germ Cell and Embryonal",DB00822
disulfiram,Recurrence,DB00822
disulfiram,Pancreatic Neoplasms,DB00822
disulfiram,Disease,DB00822
disulfiram,Alcoholism,DB00822
disulfiram,Cocaine-Related Disorders,DB00822
disulfiram,Alcohol-Related Disorders,DB00822
disulfiram,Opioid-Related Disorders,DB00822
disulfiram,Prostatic Neoplasms,DB00822
disulfiram,Lung Neoplasms,DB00822
disulfiram,Lyme Disease,DB00822
disulfiram,Multiple Myeloma,DB00822
disulfiram,"Neoplasms, Plasma Cell",DB00822
disulfiram,"Behavior, Addictive",DB00822
disulfiram,Sarcoma,DB00822
disulfiram,Substance-Related Disorders,DB00822
dofequidar,Neoplasms,DB14067
dolastatin-10,Liver Neoplasms,DB12730
dolastatin-10,Gallbladder Neoplasms,DB12730
dolastatin-10,Bile Duct Neoplasms,DB12730
dolastatin-10,Cholangiocarcinoma,DB12730
dolastatin-10,Pancreatic Neoplasms,DB12730
dolastatin-10,Syndrome,DB12730
dolastatin-10,Leukemia,DB12730
dolastatin-10,Preleukemia,DB12730
dolastatin-10,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",DB12730
dolastatin-10,Myelodysplastic Syndromes,DB12730
dolastatin-10,Sarcoma,DB12730
dolastatin-10,Kidney Neoplasms,DB12730
dolastatin-10,"Carcinoma, Renal Cell",DB12730
donepezil,Alzheimer Disease,DB00843
donepezil,Autistic Disorder,DB00843
donepezil,Autism Spectrum Disorder,DB00843
donepezil,Cognitive Dysfunction,DB00843
donepezil,Neuralgia,DB00843
donepezil,Hearing Loss,DB00843
donepezil,Deafness,DB00843
donepezil,"Hearing Loss, Sensorineural",DB00843
donepezil,Parkinson Disease,DB00843
donepezil,Urinary Retention,DB00843
donepezil,Dementia,DB00843
donepezil,Alcoholism,DB00843
donepezil,Alcohol Drinking,DB00843
donepezil,Migraine Disorders,DB00843
donepezil,Headache,DB00843
donepezil,Stroke,DB00843
donepezil,Aphasia,DB00843
donepezil,Brain Injuries,DB00843
donepezil,"Brain Injuries, Traumatic",DB00843
donepezil,Memory Disorders,DB00843
donepezil,Radiation Injuries,DB00843
donepezil,Down Syndrome,DB00843
donepezil,Syndrome,DB00843
donepezil,Multiple Sclerosis,DB00843
donepezil,Sclerosis,DB00843
donepezil,Rett Syndrome,DB00843
donepezil,Central Nervous System Neoplasms,DB00843
donepezil,Nervous System Neoplasms,DB00843
donepezil,Lung Neoplasms,DB00843
donepezil,Small Cell Lung Carcinoma,DB00843
donepezil,Delirium,DB00843
donepezil,Depression,DB00843
donepezil,Breast Neoplasms,DB00843
donepezil,Sleep Wake Disorders,DB00843
donepezil,Parasomnias,DB00843
donepezil,Disease,DB00843
donepezil,Fatigue,DB00843
donepezil,Anxiety Disorders,DB00843
donepezil,Cognition Disorders,DB00843
donepezil,CADASIL,DB00843
donepezil,Fragile X Syndrome,DB00843
donepezil,Paralysis,DB00843
donepezil,"Supranuclear Palsy, Progressive",DB00843
donepezil,Malnutrition,DB00843
donepezil,Sleep Deprivation,DB00843
donepezil,"Dementia, Vascular",DB00843
donepezil,Necrosis,DB00843
donepezil,Postoperative Cognitive Complications,DB00843
donepezil,Cerebrovascular Disorders,DB00843
donepezil,Schizophrenia,DB00843
donepezil,Amblyopia,DB00843
donepezil,Brain Neoplasms,DB00843
donepezil,Neoplasm Metastasis,DB00843
donepezil,Neurotoxicity Syndromes,DB00843
donepezil,Cocaine-Related Disorders,DB00843
donepezil,Lewy Body Disease,DB00843
donepezil,Peripheral Nervous System Diseases,DB00843
donepezil,Nervous System Diseases,DB00843
donepezil,Central Nervous System Diseases,DB00843
donepezil,Ischemic Stroke,DB00843
donepezil,Crush Injuries,DB00843
donepezil,"Child Development Disorders, Pervasive",DB00843
donepezil,Psychophysiologic Disorders,DB00843
donepezil,Somatoform Disorders,DB00843
donepezil,"Diabetes Mellitus, Type 2",DB00843
donepezil,Wounds and Injuries,DB00843
donepezil,Subarachnoid Hemorrhage,DB00843
donepezil,Brain Ischemia,DB00843
donepezil,Cerebral Infarction,DB00843
donepezil,Hemorrhage,DB00843
donepezil,Ischemia,DB00843
dopamine,Parkinson Disease,DB00988
dopamine,Nervous System Diseases,DB00988
dopamine,Movement Disorders,DB00988
dopamine,Neurodegenerative Diseases,DB00988
dopamine,Brain Diseases,DB00988
dopamine,Sleep Wake Disorders,DB00988
dopamine,Psychomotor Agitation,DB00988
dopamine,Restless Legs Syndrome,DB00988
dopamine,"Kidney Failure, Chronic",DB00988
dopamine,Syndrome,DB00988
dopamine,Cachexia,DB00988
dopamine,Heart Failure,DB00988
dopamine,Premature Birth,DB00988
dopamine,"Gait Disorders, Neurologic",DB00988
dopamine,Disease Progression,DB00988
dopamine,Neoplasms,DB00988
dopamine,Glioblastoma,DB00988
dopamine,Glioma,DB00988
dopamine,Ependymoma,DB00988
dopamine,Nervous System Neoplasms,DB00988
dopamine,Central Nervous System Neoplasms,DB00988
dopamine,Recurrence,DB00988
dopamine,Coronary Artery Disease,DB00988
dopamine,Heart Diseases,DB00988
dopamine,Disease,DB00988
dopamine,Depression,DB00988
dopamine,Depressive Disorder,DB00988
dopamine,"Depressive Disorder, Major",DB00988
dopamine,Dysthymic Disorder,DB00988
dopamine,Cardiovascular Diseases,DB00988
dopamine,Macular Edema,DB00988
dopamine,Retinal Diseases,DB00988
dopamine,Diabetic Retinopathy,DB00988
dopamine,Edema,DB00988
dopamine,Hypotension,DB00988
dopamine,Hemorrhage,DB00988
dopamine,Diffuse Intrinsic Pontine Glioma,DB00988
dopamine,Shock,DB00988
dopamine,"Shock, Septic",DB00988
dopamine,"Stress Disorders, Traumatic",DB00988
dopamine,"Stress Disorders, Post-Traumatic",DB00988
dopamine,Cocaine-Related Disorders,DB00988
dopamine,Hypoxia,DB00988
dopamine,Dyspnea,DB00988
dopamine,Hyperglycemia,DB00988
dopamine,Liver Cirrhosis,DB00988
dopamine,Fibrosis,DB00988
dopamine,Birth Weight,DB00988
dopamine,Headache,DB00988
dopamine,Migraine Disorders,DB00988
dopamine,Postoperative Cognitive Complications,DB00988
dopamine,Cognitive Dysfunction,DB00988
dopamine,"Heart Defects, Congenital",DB00988
dopamine,Severe Acute Malnutrition,DB00988
dopamine,Diarrhea,DB00988
dopamine,Hypovolemia,DB00988
doxapram,Respiratory Insufficiency,DB00561
doxapram,Panic Disorder,DB00561
doxazosin,Cocaine-Related Disorders,DB00590
doxazosin,Mydriasis,DB00590
doxazosin,Dyssomnias,DB00590
doxazosin,Parasomnias,DB00590
doxazosin,"Stress Disorders, Traumatic",DB00590
doxazosin,"Stress Disorders, Post-Traumatic",DB00590
doxazosin,Substance-Related Disorders,DB00590
doxazosin,Disease,DB00590
doxazosin,Alcoholism,DB00590
doxazosin,Alcohol Drinking,DB00590
doxazosin,Erectile Dysfunction,DB00590
doxazosin,Pheochromocytoma,DB00590
doxazosin,Paraganglioma,DB00590
doxazosin,Prostatic Hyperplasia,DB00590
doxazosin,Hyperplasia,DB00590
doxazosin,Hypertrophy,DB00590
doxazosin,Amphetamine-Related Disorders,DB00590
doxazosin,Mood Disorders,DB00590
doxazosin,Hypertension,DB00590
doxazosin,Kidney Calculi,DB00590
doxazosin,Nephrolithiasis,DB00590
doxazosin,Ureteral Calculi,DB00590
doxazosin,Ureterolithiasis,DB00590
doxazosin,Calculi,DB00590
doxepin,Mucositis,DB01142
doxepin,Stomatitis,DB01142
doxepin,Carcinoma,DB01142
doxepin,Neoplasms,DB01142
doxepin,Mesothelioma,DB01142
doxepin,Lung Neoplasms,DB01142
doxepin,"Carcinoma, Non-Small-Cell Lung",DB01142
doxepin,"Neoplasms, Second Primary",DB01142
doxepin,Esophageal Neoplasms,DB01142
doxepin,Thymoma,DB01142
doxepin,Small Cell Lung Carcinoma,DB01142
doxepin,Thyroid Neoplasms,DB01142
doxepin,Parkinson Disease,DB01142
doxepin,Sleep Initiation and Maintenance Disorders,DB01142
doxepin,Head and Neck Neoplasms,DB01142
doxepin,Urticaria,DB01142
doxepin,Dermatitis,DB01142
doxepin,Radiodermatitis,DB01142
doxepin,Disease,DB01142
doxepin,Psychophysiologic Disorders,DB01142
doxepin,Schizophrenia,DB01142
doxepin,Anxiety Disorders,DB01142
doxepin,Somatoform Disorders,DB01142
doxorubicin,Neoplasms,DB00997
doxorubicin,Sarcoma,DB00997
doxorubicin,Neoplasm Metastasis,DB00997
doxorubicin,Lung Neoplasms,DB00997
doxorubicin,Leiomyosarcoma,DB00997
doxorubicin,Breast Neoplasms,DB00997
doxorubicin,Disease Susceptibility,DB00997
doxorubicin,Genetic Predisposition to Disease,DB00997
doxorubicin,Uterine Cervical Neoplasms,DB00997
doxorubicin,Lymphoma,DB00997
doxorubicin,"Lymphoma, T-Cell",DB00997
doxorubicin,"Lymphoma, T-Cell, Peripheral",DB00997
doxorubicin,"Lymphoma, Large-Cell, Anaplastic",DB00997
doxorubicin,Triple Negative Breast Neoplasms,DB00997
doxorubicin,Fallopian Tube Neoplasms,DB00997
doxorubicin,Ovarian Neoplasms,DB00997
doxorubicin,Peritoneal Neoplasms,DB00997
doxorubicin,"Lymphoma, B-Cell",DB00997
doxorubicin,"Lymphoma, Large B-Cell, Diffuse",DB00997
doxorubicin,"Carcinoma, Ovarian Epithelial",DB00997
doxorubicin,Neutropenia,DB00997
doxorubicin,"Lymphoma, Non-Hodgkin",DB00997
doxorubicin,Leukemia,DB00997
doxorubicin,Precursor Cell Lymphoblastic Leukemia-Lymphoma,DB00997
doxorubicin,"Leukemia, Lymphoid",DB00997
doxorubicin,Acute Disease,DB00997
doxorubicin,"Lymphoma, Follicular",DB00997
doxorubicin,Virus Diseases,DB00997
doxorubicin,Epstein-Barr Virus Infections,DB00997
doxorubicin,Hodgkin Disease,DB00997
doxorubicin,Lymphoproliferative Disorders,DB00997
doxorubicin,Small Cell Lung Carcinoma,DB00997
doxorubicin,Neuroendocrine Tumors,DB00997
doxorubicin,Multiple Myeloma,DB00997
doxorubicin,"Neoplasms, Plasma Cell",DB00997
doxorubicin,"Lymphoma, Large-Cell, Immunoblastic",DB00997
doxorubicin,Plasmablastic Lymphoma,DB00997
doxorubicin,Mycosis Fungoides,DB00997
doxorubicin,Sezary Syndrome,DB00997
